ï»¿abstract_number,date,position,poster_id,presenter,row,sector,session,title,co_authors
"4163","12/04 12:00","3","P0483","Juliane MEES","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Dynamics of cellular and humoral immune responses in healthcare workers following a fourth COVID-19 vaccination","J. Mees|J. Rätz|I. Wagenhäuser|J. Reusch|A. Gabel|N. Petri|B. Weissbrich|K. Knies|L. Dölken|N. Beyersdorf|M. Krone"
"4211","12/04 12:00","4","P0484","Imran HASANOGLU","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Short-term challenges, long-term consequences: a comprehensive study of COVID-19 in solid organ transplant recipients","G. Cinar|G. Okut|T. Yanik Yalcin|A. Mete|K. Memikoglu|A. Altunsoy|B. Tatar|T. Yamazhan|D. Seyman|K. Ozden|E. Oruc|Y. Tezer Tekçe|O. Eren Kutsoylu|K. Hizel|Y. Uygun Kizmaz|S. Arslan Ozel|O. Ozgen Top|S. Alkan|V. Avkan-Oguz|N. Altin|E. Tatar|O. Kirimker|E. Karakaya|A. Bulut|E. Olcucuoglu|D. Turan Gokce|C. Tugmen|B. Kenanoglu|A. Aslaner|G. Ozturk|S. Cetinkunar|T. Egeli|E. Ok|A. Halis|B. Voyvoda|O. Helvaci|H. Kurt|H. Sahin|H. Arslan|A. Dalkiran Baydar|I. Hasanoglu|A. Ari"
"4224","12/04 12:00","5","P0485","Julia DEICHMANN","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Antibody kinetics and duration of protection against SARS-CoV-2 following vaccination","J. Deichmann|N. Barda|M. Canetti|Y. Peretz|Y. Ottolenghi|Y. Lustig|G. Regev-Yochay|M. Lipsitch"
"4467","12/04 12:00","6","P0486","Orla HILTON","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Characterisation of young vs older stroke in hospitalised patients with COVID-19 infection: a UK based, multicentred, case-control study","O. Hilton|S. Ray|G. Wood|B. Michael|C. Dunai|F. Egbe|J. Jones|A. Ross Russell|J. Grixti|D. Kell"
"4515","12/04 12:00","7","P0487","David FISMAN","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Regression-based forecasting of SARS-CoV-2-related ICU admissions during the pandemic: impact of widespread vaccination","A. Tuite|A. Grima|D. Fisman|E. Lee|N. Wilson"
"4565","12/04 12:00","8","P0488","Yu-Lung HSU","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Correlation analysis of immune checkpoint molecules in children with post-acute sequelae of SARS-CoV-2 infection in Taiwan","Y. Hsu|P. Chen|L. Wu|K. Hsieh|H. Lai|H. Lin|K. Hwang|J. Wang"
"4612","12/04 12:00","9","P0489","Anastasiya SUSHKOVA","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Validation and longitudinal analysis of the consensus immune dysregulation framework in a multi-cohort study of COVID-19","A. Sushkova|A. Moore|A. Ganesan|H. Zheng|J. Enriquez|S. Orde|A. Rogers|M. Shojaei|P. Khatri"
"4623","12/04 12:00","10","P0490","Tsz Kin Mark CHENG","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Chronic SARS-CoV-2 infection demonstrate immune compromisation type- and intensity-dependent viral load dynamics and adaptive evolution trajectory: results from an aggregated meta-analysis","T. Cheng|T. Bell|B. Wang|L. Tillman|O. Tam|I. Khan|A. Mendonca|K. Kamelian|R. Gupta"
"4637","12/04 12:00","11","P0491","Mi-Kyung LEE","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Both clinical status and practices affect microbiome dynamics of the upper respiratory tract during COVID-19 infection","M. Lee|J. Yun|T. Kim"
"4657","12/04 12:00","12","P0492","Genovefa PAPANICOLAOU","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Antibody responses to SARS-CoV2 among cancer patients in New York city during the 2020 wave of the COVID-19 pandemic","M. Gianniki|Y. Li|G. Papanicolaou|Y. Hinwar|K. Walsh"
"4673","12/04 12:00","13","P0493","Ana Paula BARBOZA","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Artificial intelligence-enhanced nurse navigation: a new paradigm for long COVID diagnosis and care","A. Barboza|A. Luna-Muschi|R. Monteiro|A. Santos Silva|C. Salete|G. Castro|R. Carvalho|J. Santana|D. Silva|R. Silva|G. Romitelli|J. Veneziani|E. Silva|A. Barboza|R. Ribeiro|S. Costa"
"4705","12/04 12:00","14","P0494","Ana Paula BARBOZA","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Nasopharyngeal microbiome evolution after SARS-CoV-2 infection: insights into long COVID progression","A. Barboza|S. Costa|N. Coimbra|J. Fonseca|L. Time|N. Scaccia"
"4744","12/04 12:00","15","P0495","Tomonori TAKANO","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Combination therapy with ensitrelvir and remdesivir reduces viral shedding duration in COVID-19 patients treated with anti-CD20 monoclonal antibodies","T. Takano|H. Aiba|H. Takemura|H. Kunishima"
"4821","12/04 12:00","16","P0496","Valente-Acosta VALENTE-ACOSTA","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Epidemiology of Pseudomonas aeruginosa superinfection in critical COVID-19 patients in a tertiary-care teaching hospital in Mexico City","B. Valente-Acosta|G. Monjaras|I. Hoyo-Ulloa|F. Moreno-Sanchez"
"4862","12/04 12:00","17","P0497","Hye Hee CHA","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Neutralising antibody responses against omicron variants in individuals vaccinated or unvaccinated with the bivalent BA.4/5 vaccine: a six-month prospective study","H. Cha|J. Kim|J. Kwon|J. Cha|S. Kim|C. Jang|W. Kim|J. Son|S. Lim|S. Kim"
"5015","12/04 12:00","18","P0498","Ji-Soo KWON","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Cytokine profile-based symptom clustering in patients with post-acute sequelae of COVID-19","J. Kwon|C. Jang|W. Kim|J. Son|J. Cha|E. Chang|S. Kim"
"5100","12/04 12:00","19","P0499","Anna GORSKA","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","A dynamic latent transition model for predicting post-COVID condition trajectories and guiding patient management","A. Gorska|R. Gusinow|E. Gentilotti|I. Lopes-Rafegas|L. Canziani|M. Caponcello|G. De Boer|M. Di Chiara|A. Florence|K. Wold|S. Cataudella|J. Hasenauer|G. Hara|M. Giannella|L. Cedric|A. Tami|E. Tacconelli"
"5135","12/04 12:00","20","P0500","Shinichiro MORIOKA","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Factors associated with silent hypoxia in patients with COVID-19","S. Morioka|M. Mori|N. Iwamoto|S. Saito|M. Hojo|K. Teruya|N. Ohmagari|T. Morita|M. Sugiyama"
"5192","12/04 12:00","21","P0501","Anna LAGNI","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Different transcriptional metabolic response in SARS-CoV-2 infected CFTR-defective vs wild-type bronchial cells","A. Lagni|V. Lotti|E. Diani|R. Cecchetto|E. Tonon|C. Sorio|D. Gibellini|P. Melotti"
"5278","12/04 12:00","22","P0502","Kwok KIN ON","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Kinetics of neutralising antibodies against omicron BA.2 and BA.5 beyond the acute phase of infection in residential care homes for the elderly","K. Kin On|P. Chan|M. Edward|S. Wong|W. Wei"
"5341","12/04 12:00","23","P0503","Pierantonio GRIMALDI","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Long COVID in a cohort of patients hospitalised for COVID-19","P. Grimaldi|A. Russo|L. Onorato|C. Monari|K. Gjeloshi|S. Imbriani|C. Ricozzi|F. Caruso|C. Curatolo|R. Palladino|F. Milite|C. Cacace|M. Pisaturo|N. Coppola"
"5422","12/04 12:00","24","P0504","Ashwin MAK","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Immunological imprinting by seasonal coronaviruses and previous herpesvirus infections in patients with long COVID","D. Wapperom|A. Redel|J. Koeleman|P. Smit|W. Lam-Tse|T. Van Der Poll|H. Chen|J. Den Dunnen|G. Braunstahl|D. Ong|A. Mak"
"5435","12/04 12:00","25","P0505","Siméon DE BRUIJN","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Post-COVID in autumn 2023: pre- and post-infection comparison","S. De Bruijn|A. Huiberts|S. Andeweg|C. Hoeve|M. Schipper|H. De Melker|J. Van De Wijgert|S. Van Den Hof|M. Knol|C. Van Den Wijngaard"
"5549","12/04 12:00","26","P0506","Ji Soo CHOI","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","The effect of SARS-CoV-2 mRNA vaccination on contagiousness of individuals with breakthrough infection following vaccination: a systematic review and meta-analysis of over six million study participants","J. Choi|D. Pan|D. Barnes|M. Choi|M. Fahad|J. Nazareth|C. Martin|M. Pareek|P. Divall"
"5654","12/04 12:00","27","P0507","Merlin VAN LOENEN","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Prevalence of post-COVID syndrome and its societal impact","M. Van Loenen|S. De Bruijn|L. Van Leersum-Bekebrede|I. Rahmon|S. Van Den Hof|C. Van Den Wijngaard|E. Marra"
"5661","12/04 12:00","28","P0508","David GREENWOOD","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Sequential SARS-CoV-2 antigen exposures drive durable, broad and non-waning neutralising antibodies over four years","D. Greenwood|J. Gahir|M. Shawe-Taylor|H. Townsley|M. Wu|E. Carr|D. Bauer|E. Wall"
"5667","12/04 12:00","29","P0509","Raph L. HAMERS","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Anti-SARS-CoV-2 antibody and cellular immune responses to third, fourth and fifth heterologous vaccine doses in Indonesian healthcare workers","S. Suwarti|E. Nelwan|S. Zanjabila|R. Sinto|Y. Anggraini|M. Zwedie|B. Kronsteiner|C. Tan|L. Tan|S. Dunachie|R. Hamers"
"5700","12/04 12:00","30","P0510","Anna Maria AZZINI","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","SARS-CoV-2 infection management in haematological malignancy patients: the ORCHESTRA Delphi consensus","L. Canziani|A. Azzini|J. Salmanton-Garcia|A. Savoldi|M. Caponcello|Z. Pasquini|L. Pagano|O. Cornely|A. Cingolani|A. Vergori|F. Cosentino|J. Rodriguez Bano|M. Krampera|E. Tacconelli"
"5730","12/04 12:00","31","P0511","Kelvin Bryan TAN","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Social support in a pandemic: impact of household situation on severity of COVID outcomes","N. Goh|A. Yap|C. Leong|K. Tan"
"5759","12/04 12:00","32","P0512","Francesca BOBBIO","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Impact of secondary infections on the outcomes of patients with SARS-CoV-2 infection and heamatological malignancies","F. Bobbio|C. Pellicano|F. Petrucci|F. Cogliati Dezza|S. Valeri|S. Covino|S. Figliomeni|A. Gigante|F. Sacco|A. Viscido|A. Iacovelli|E. Rosato|P. Palange|C. Mastroianni|A. Oliva"
"5762","12/04 12:00","33","P0513","Joshua GAHIR","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","First antigenic exposures to SARS-CoV-2 Spike inform subsequent Omicron infection risk but do not indelibly shape longitudinal neutralising immunity","D. Greenwood|J. Gahir|M. Shawe-Taylor|H. Townsley|M. Wu|E. Carr|D. Bauer|E. Wall"
"5806","12/04 12:00","34","P0514","Harriet DICKINSON","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Routinely captured measurements of vital signs within long-term care facilities indicate substantial and sustained physiological impacts associated with COVID-19 infection","H. Dickinson|R. Gupta|A. Norfolk|B. Wagner|K. Mathers|S. Davies|S. Wang|C. Anand"
"5849","12/04 12:00","35","P0515","Christian FAZEKAS","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Chronic stress prior to SARS-CoV-2 infection as predictor of ongoing symptomatic COVID-19","A. Eberl|C. Fazekas|J. Lodron|M. Rijksen|H. Kessler|T. Binz|A. Wittmann|S. Pilz|H. Sourij|B. Hanfstingl|F. Matzer|A. Avian|N. Goswsmi|E. Stelzl|C. Vögel|K. Voyko|A. Groselj-Strele"
"6120","12/04 12:00","36","P0516","Sándor MAHIEU","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Assessing the impact of public health policies affecting indoor SARS-CoV-2 transmission: a retrospective analysis in Amsterdam","S. Mahieu|Z. Fang|Q. Bosch|Ten|J. Bosdriesz"
"6130","12/04 12:00","37","P0517","Alessandra D'ABRAMO","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Evaluation of SARS-CoV-2 spike mutations in immunocompromised and immunocompetent patients before and after SARS-CoV-2 treatment","A. D'abramo|S. Vita|M. Rueca|A. Nappo|F. Smoquina|A. Bettini|L. Fabeni|G. Maffongelli|A. Corpolongo|G. Berno|C. Gruber|F. Maggi|E. Nicastri"
"6151","12/04 12:00","38","P0518","Santiago MELÓN GARCÍA","11","B","01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","New circulating variants of SARS-CoV-2 in Asturias during the post-COVID era","J. Gonzalez-Alba|S. Rojo-Alba|Z. Perez-Martinez|E. Rodrigo Arrazola|J. Boga|C. Ochoa Varela|F. Abreu Salinas|S. Melon Garcia|M. Alvarez-Arguelles"
