id,sessionId,parentSessionId,title,location,date,timeRange,timezone,sessionType,category,chairName,chairCountry,presenterName,presenterCountry
1216,IPT14,1215,"Drive for discovery: the long road for new uUTI antibiotic approvals",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Judith ABSALON","United States"
1217,IPT15,NULL,"From dysbiosis to detection: exploring the impact of vaginal microbiome testing on reproductive success","Innovation theatre |","11:30 - 11:50CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1218,IPT15,1217,"From dysbiosis to detection: exploring the impact of vaginal microbiome testing on reproductive success",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Arne MATERNA",Denmark
1219,IPT15,1217,"From dysbiosis to detection: exploring the impact of vaginal microbiome testing on reproductive success",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," TBA",
1220,IPT16,NULL,"The need for rapid diagnostics in sepsis management using innovative OnePCR point of care","Innovation theatre |","12:00 - 12:20CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1221,IPT16,1220,"The need for rapid diagnostics in sepsis management using innovative OnePCR point of care",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Priyadarshini PANDE",France
1222,IPT17,NULL,"Physicochemical stability of cefepime/emmetazobactam in medical devices for continuous infusion. Is it possible to use it in OPAT?","Innovation theatre |","12:30 - 12:50CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1223,IPT17,1222,"Physicochemical stability of cefepime/emmetazobactam in medical devices for continuous infusion. Is it possible to use it in OPAT?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dolores SERRANO",Spain
1224,IPT18,NULL,"Nontuberculous mycobacteria: an overlooked threat with a growing impact on global public health","Innovation theatre |","13:00 - 13:20CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1225,IPT18,1224,"Nontuberculous mycobacteria: an overlooked threat with a growing impact on global public health",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Joaquin ORTIZ",Spain
1226,IPT20,NULL,"The magic of randomization for understanding the public health value of influenza vaccination","Innovation theatre |","14:00 - 14:20CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1227,IPT20,1226,"The magic of randomization for understanding the public health value of influenza vaccination",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mathieu BANGERT",France
1228,IPT21,NULL,"Revolutionizing vaginitis diagnosis: the Impact of molecular screening tools","Innovation theatre |","14:30 - 14:50CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1229,IPT21,1228,"Revolutionizing vaginitis diagnosis: the Impact of molecular screening tools",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jonas AMZALAG",France
1230,IPT22,NULL,"Microbiological diagnosis of sepsis: an emerging molecular approach in a clinical microbiology laboratory setting","Innovation theatre |","15:00 - 15:20CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1231,IPT22,1230,"Microbiological diagnosis of sepsis: an emerging molecular approach in a clinical microbiology laboratory setting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nicasio MANCINI",Italy
1232,IPT23,NULL,"Molecular testing for intestinal protozoa: how a laboratory developed test compares to one that is FDA-cleared","Innovation theatre |","15:30 - 15:50CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1233,IPT23,1232,"Molecular testing for intestinal protozoa: how a laboratory developed test compares to one that is FDA-cleared",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Susan MADISON-ANTENUCCI","United States"
1234,IPT24,NULL,"Implementation of pan-enteric PCR screening at a UK general district hospital - benefits, pitfalls and lessons learnt","Innovation theatre |","16:00 - 16:20CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1235,IPT24,1234,"Implementation of pan-enteric PCR screening at a UK general district hospital - benefits, pitfalls and lessons learnt",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Elisabetta SAVANCO","United Kingdom"
1236,IPT25A,NULL,"Genomic data. Insights. Action (II): Rapid mNGS for emergency response (RANGER) for HERA's next-generation cross-border threat capability","Innovation theatre |","11:30 - 11:50CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1237,IPT25A,1236,"Rapid mNGS for emergency response (RANGER): building the next-generation cross-border pandemic threat capability for HERA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Andrew ENGELI","United Kingdom"
1238,IPT25,NULL,"Genomic data. Insights. Action (I): (Re)Shaping the future of infectious disease management with EIT Pathogena","Innovation theatre |","11:00 - 11:20CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1239,IPT25,1238,"Genomic data. Insights. Action: (Re)Shaping the future of infectious diseases management with EIT Pathogena",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Emma STANTON","United Kingdom"
1240,IPT26,NULL,"AMR: are new antibiotics the only solution?","Innovation theatre |","12:00 - 12:20CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1241,IPT26,1240,"AMR: are new antibiotics the only solution?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seamus O'BRIEN","United Kingdom"
1242,IPT27,NULL,"Beyfortus® (nirsevimab) and its outcomes against RSV LRTD in real-world analyses from Galicia (Spain)","Innovation theatre |","14:00 - 14:20CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1243,IPT27,1242,"Beyfortus® (nirsevimab) and its outcomes against RSV LRTD in real-world analyses from Galicia (Spain)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lucia LOPEZ GRANADOS",France
1244,IPT28,NULL,"Lateral flow assays: optimizing fiber pads in test development and manufacture","Innovation theatre |","14:30 - 14:50CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1245,IPT28,1244,"Optimizing fiber pads in test development and manufacture",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Klaus HOCHLEITNER","United Kingdom"
1246,IS01,NULL,"Advancements in paediatric RSV prevention: navigating the evolving clinical landscape and public health strategies","Hall 6 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Monika REDLBERGER-FRITZ",Austria,NULL,NULL
1247,IS01,1246,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Monika REDLBERGER-FRITZ","AustriaESCMID-appointed chair"
1248,IS01,1246,"Welcome and Introduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Monika REDLBERGER-FRITZ",Austria
1249,IS01,1246,"Burden of RSV disease in infants",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Joanne WILDENBEEST",Netherlands
1250,IS01,1246,"Development of new monoclonal antibody to prevent RSV disease",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Louis BONT",Netherlands
1251,IS01,1246,"From theory to practice - public health implementation for RSV",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Federico MARTINÓN-TORRES",Spain
1252,IS01,1246,"Panel Discussion and Q&A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Monika REDLBERGER-FRITZ",Austria
1253,IS02,NULL,"Revisiting treatment strategies for MBL-producing Enterobacterales and S. maltophilia: what's new?","Hall 7 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Matteo BASSETTI",Italy,NULL,NULL
1254,IS02,1253,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Matteo BASSETTI",ItalyChair
1255,IS02,1253,"Welcome and Introduction - MBLs on the rise: current insights on epidemiology and disease burden",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Matteo BASSETTI",Italy
1256,IS02,1253,"Navigating the challenges: the importance of surveillance and early diagnosis in the management of MBL-producing bacterial infections?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Camilla RODRIGUES",India
1257,IS02,1253,"Revisiting the unmet need: what's new in the treatment landscape*",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yehuda CARMELI",
1258,IS02,1253,"Panel Discussion and Q&A - When should the contemporary treatment options be used for MBL infections*?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Matteo BASSETTI",Italy
1259,IS03,NULL,"Options for best-in-class influenza and COVID-19 vaccines: methodologies, challenges and opportunities in assessing vaccine performance","Hall 8 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Meral AKCAY",France,NULL,NULL
1260,IS03,1259,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Meral AKCAY",FranceChair
1261,IS03,1259,"Welcome and Introduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Meral AKCAY",France
1262,IS03,1259,"A comparative analysis of timing and hospitalisation burden of influenza and COVID-19: US, EU and UK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nabila SHAIKH","United Kingdom"
1263,IS03,1259,"Vaccine options for the control of SARS-CoV-2: why having different vaccine platforms matter for public health?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Albert OSTERHAUS",Germany
1264,IS03,1259,"Vaccine options for control of Influenza: methodologies, challenges and opportunities in assessing vaccine performance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Salah MAHMUD",Canada
1265,IS03,1259,"Panel Discussion and Q&A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Meral AKCAY",France
1266,IS05,NULL,"mRNA innovation in action: a new era for respiratory care","Hall 10 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Albert VOLLAARD",Netherlands,NULL,NULL
1267,IS05,1266,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Albert VOLLAARD","NetherlandsESCMID-appointed chair"
1268,IS05,1266,"Welcome and Introduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Albert VOLLAARD",Netherlands
1269,IS05,1266,"Beyond the sneeze: unmasking hidden risks of respiratory disease",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1270,IS05,1266,"From lab to life: safety and durability of mRNA vaccines",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1271,IS05,1266,"More than meets the eye: the hidden toll of respiratory infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1272,IS05,1266,"Panel Discussion and Q&A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Albert VOLLAARD",Netherlands
1273,IS06,NULL,"Enter a new era of MDx for antimicrobial resistance","Hall 6 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Te-Din Daniel HUANG",Belgium,NULL,NULL
1274,IS06,1273,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Te-Din Daniel HUANG",BelgiumChair
1275,IS06,1273,"Welcome and Introduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Te-Din Daniel HUANG",Belgium
1276,IS06,1273,"More surveillance swabs and more sequencing: the best strategy to reduce and control MDR microorganisms diffusion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Stefania STEFANI",Italy
1277,IS06,1273,"Advantages of molecular methods over culture methods to optimise screening for carriage of CPE, ESBL and VRE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Theresa CUNNINGHAM",Ireland
1278,IS06,1273,"Routine STI-AMR testing: past and future perspectives",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Carsten TIEMANN",Germany
1279,IS06,1273,"Pre-treatment STI-AMR testing for better diagnostics and resistance control of Mycoplasma genitalium infection",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Luis PIÑEIRO",Spain
1280,IS06,1273,"Panel Discussion and Q&A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Te-Din Daniel HUANG",Belgium
1281,IS07,NULL,"Rewriting the plot: understanding invasive mould disease diagnosis and treatment for vulnerable patients","Hall 7 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Cornelia LASS-FLÖRL",Austria,NULL,NULL
1282,IS07,1281,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cornelia LASS-FLÖRL",AustriaChair
1283,IS07,1281,"Welcome and Introduction - The pilot episode: welcome and launch of our exploration into IMD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cornelia LASS-FLÖRL",Austria
1284,IS07,1281,"Better call microbiology: uniting with microbiologists for effective and timely IMD diagnosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Arunaloke CHAKRABARTI",
1285,IS07,1281,"The crown: exploring the realm of IMD management challenges in paediatric haematology-oncology",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Andreas H. GROLL",Germany
1286,IS07,1281,"True detective: solving the puzzle of Mucorales and Aspergillus co-infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Malgorzata MIKULSKA",Italy
1287,IS07,1281,"Racing against time to diagnose and manage IMD in critical care",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Joost WAUTERS",Belgium
1288,IS07,1281,"Panel Discussion and Q&A - Season finale: audience questions and final reflections on IMD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cornelia LASS-FLÖRL",Austria
1289,IS09,NULL,"COVID-19 5 years later: advancing hospital care in the new normal","Hall 9 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Roy CHEMALY","United States",NULL,NULL
1290,IS09,1289,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Roy CHEMALY","United StatesESCMID official"
1291,IS09,1289,"Welcome and Introduction - The new normal in COVID-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Andrew USTIANOWSKI","United Kingdom"
1292,IS09,1289,"The different faces of COVID-19: clear cause vs contributing factor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Robert KRAUSE",Austria
1293,IS09,1289,"Advancing hospital care: the interplay between guidelines and clinical judgement",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cristobal RODRÍGUEZ-LEAL",Spain
1294,IS09,1289,"Bridging clinical gaps in COVID-19 care",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," TBA",
1295,IS09,1289,"Panel Discussion and Q&A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Andrew USTIANOWSKI","United Kingdom"
1296,IS10,NULL,"Maximising efficiency in microbiology: navigating resource scarcity with lab automation","Hall 10 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Antony CROXATTO",Switzerland,NULL,NULL
1297,IS10,1296,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Antony CROXATTO",SwitzerlandChair
1298,IS10,1296,"Welcome and Introduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Antony CROXATTO",Switzerland
1299,IS10,1296,"Modernising microbiology: the multidimensional impact of automation assessed by HTA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lucrezia FERRARIO",Italy
1300,IS10,1296,"Optimising automation: efficiency gains through continuous LEAN improvement",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Andrew BAMBER","United Kingdom"
1301,IS10,1296,"Innovative imaging: completing the automation transformation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Christie VERMEIREN",Canada
1302,IS10,1296,"Panel Discussion and Q&A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Antony CROXATTO",Switzerland
1303,IS11,NULL,"Innovative antibiotics: are we using them in the right patients, at the right time? The example of cefiderocol in CRGNI","Hall 6 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Mathias PLETZ",Germany,NULL,NULL
1304,IS11,1303,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mathias PLETZ",GermanyChair
1305,IS11,1303,"Welcome and Introduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mathias PLETZ",Germany
1306,IS11,1303,"Are we using innovative antibiotics optimally?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gennaro DE PASCALE",Italy
1307,IS11,1303,"What has real world experience of cefiderocol taught us about its place in therapy?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Paula RAMÍREZ",Spain
1308,IS11,1303,"Panel Discussion and Q&A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mathias PLETZ",Germany
1309,IS12,NULL,"The power of prevention: incorporating adult vaccination into health systems","Hall 7 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Maria GANCZAK",Poland,NULL,NULL
1310,IS12,1309,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maria GANCZAK","PolandESCMID-appointed chair"
1311,IS12,1309,"Welcome and Introduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maria GANCZAK",Poland
1312,IS12,1309,"The preventable burden of co-circulating vaccine-preventable respiratory diseases in adults",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Charles FELDMAN","South Africa"
1313,IS12,1309,"The impact of respiratory infections on non-communicable diseases",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eva POLVERINO",Spain
1314,IS12,1309,"Driving change through global vaccine advocacy to build robust immunisation programmes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Michael MOORE",Australia
1315,IS12,1309,"Panel Discussion and Q&A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maria GANCZAK",Poland
1316,IS13,NULL,"Embracing the change: success stories of innovation in clinical microbiology","Hall 8 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Fusun CAN",Türkiye,NULL,NULL
1317,IS13,1316,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fusun CAN","TürkiyeESCMID-appointed chair"
1318,IS13,1316,"Welcome and Introduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gilbert GREUB",Switzerland
1319,IS13,1316,"Embracing change to empower people to self-sample for STI testing",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Barbara VAN DER POL","United States"
1320,IS13,1316,"Driving the changing needs of diagnostics: how should labs prepare for the next unknown?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Giuseppe TOGNI",Switzerland
1321,IS13,1316,"The automation transition journey: ready for the change?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Christopher ALLAN","United Kingdom"
1322,IS13,1316,"The automation transition journey: shifting mindset, embracing innovation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Annette SKOVBY",Denmark
1323,IS13,1316,"The automation transition journey: impacts and outcomes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cécile MEEX",Belgium
1324,IS13,1316,"Panel Discussion and Q&A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gilbert GREUB",Switzerland
1325,IS14,NULL,"Details make the difference. Do you know everything about the new antibiotics?","Hall 9 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Matteo BASSETTI",Italy,NULL,NULL
1326,IS14,1325,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Matteo BASSETTI",ItalyChair
1327,IS14,1325,"Welcome and Introduction - Are All BL/BLI combinations equal?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Matteo BASSETTI",Italy
