ID,SECTOR,ROW,POSITION,POSTER_NUMBER,ABSTRACT_NUMBER,POSTER_TITLE,SESSION_DATE,SESSION_NUMBER,SESSION_TITLE,PRESENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,B,10,14,Poster P0494,Abstract 5159,Safety and tolerability of baricitinib for COVID-19,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Meriam DEEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,B,10,15,Poster P0495,Abstract 5179,Epidemiology of bacterial co-infections in COVID-19 associated pulmonary aspergillosis patients in a tertiary-care teaching hospital in Mexico City.,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Benjamin VALENTE ACOSTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,B,10,16,Poster P0496,Abstract 5194,Evaluation of the digital lightcycler in monitoring SARS-CoV-2 RNA in sewage,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Tung-Yuan LEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,B,10,17,Poster P0497,Abstract 5259,Impact of COVID-19 infection in quality of life of hospitalised patients with autoimmune conditions: experience from a single-center in Greece,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Amalia PAPANIKOLOPOULOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,B,10,18,Poster P0498,Abstract 5274,Safety of tocilizumab and baricitinib for treatment of COVID-19 in hospitalised patients,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Meriam DEEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,B,10,19,Poster P0499,Abstract 5319,Reinfection of SARS-CoV-2 variants in immunocompromised patients with prolonged or relapsed viral shedding,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Ji Yeun KIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,B,10,20,Poster P0500,Abstract 5324,"Associations of COVID-19 control measures, the incidence of pneumonia and various respiratory pathogens in Finland, 2020-2023",2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Hanna M. NOHYNEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,1,Poster P0501,Abstract 5388,"Clinical characteristics and factors associated with in-hospital post-surgical mortality in COVID-19 patients at a tertiary care center in Karachi, Pakistan",2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Nosheen NASIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,2,Poster P0502,Abstract 5389,Changes in antibiotic consumption due to COVID-19 pandemic in tertiary-care hospitals in Costa Rica: a five year interrupted time series study,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Cristina FERNANDEZ-BARRANTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,3,Poster P0503,Abstract 5409,T-cell mediated response and post-COVID-19 syndrome,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Elda RIGHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,4,Poster P0504,Abstract 5412,"Antibiotic use in outpatients with COVID-19 diagnosed with point of care tests in an integrated healthcare network in Utah, USA",2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Rj WILLIAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,5,Poster P0505,Abstract 5420,Evaluation of humoral immune responses against SARS-CoV-2 variants after receiving booster doses,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Yu-Cheng CHENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,6,Poster P0506,Abstract 5474,Adding a SARS-CoV-2 RT-PCR on a faecal sample to a RT-PCR on a nasopharyngeal sample augments diagnostic sensitivity,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Nathalie VAN DER MOEREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,7,Poster P0507,Abstract 5531,COVID-19 and influenza- role of haematological parameters in assesing the disease severity,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Aida-Isabela ADAMESCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,8,Poster P0508,Abstract 5590,Is early empiric antibiotherapy in patients hospitalised in ward settings with COVID-19 pneumonia beneficial?,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Aude KOPP-DEROUET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,9,Poster P0509,Abstract 5691,Proteomic insights into the impact of COVID-19 on peripheral blood mononuclear cells in kidney transplant recipients,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Giuseppe G. F. LEITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,10,Poster P0510,Abstract 5757,"Increased risk of invasive aspergillosis in immunocompromised patients with persistent SARS-CoV-2 viral shedding > eight weeks, a retrospective case-control study",2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",ClÃ©a MELENOTTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,11,Poster P0511,Abstract 5803,The association of platelet-to-lymphocyte ratio with COVID-19 and acute ischemic stroke in admitted adult patients in Zamboanga City Medical Center,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Abdusattar ABDURAUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,12,Poster P0512,Abstract 5826,Breakthrough SARS-CoV-2 infections after COVID-19 mRNA vaccination in patients with multiple sclerosis on disease modifying therapies,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Alessandra AIELLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,13,Poster P0513,Abstract 5953,"Increased risk of SARS-CoV-2 infection in professional settings, shops, shared transport, and leisure activities in a case-control study in France, 2020-2022",2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Simon GALMICHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,14,Poster P0514,Abstract 5959,Comparing the disease burden of COVID-19 in-patients with and without high risk factors for severe outcomes: a retrospective study using routine hospital data,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Nicole BIHRER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,15,Poster P0515,Abstract 5961,Genomic detection of SARS-CoV-2 reinfections in the SIREN cohort study: has the 90-day interval endured?,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Dominic SPARKES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,16,Poster P0516,Abstract 5995,Longitudinal anti-SARS-CoV-2 antibody responses reveal cross-reactive boosting following vaccination,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Dylan GEORGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,17,Poster P0517,Abstract 5997,Prevalence and impact of persistent symptoms following SARS-CoV-2 infections in UK healthcare workers in the SIREN cohort study,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Sarah FOULKES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,A,11,18,Poster P0518,Abstract 6020,Concomitant vaccination uptake of the COVID-19 booster and influenza vaccine in the United States during the 2021/22 and 2022/23 seasons,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Aung Pone MYINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,B,11,1,Poster P0519,Abstract 6046,Impact of age on SARS-CoV-2 transmission in French households: comparison of Alpha and Omicron variants,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Sophie CHERVET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,B,11,2,Poster P0520,Abstract 6128,Tracking SARS-CoV-2 RNA in urban wastewater through diverse biomarkers,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Rosario MUSUMECI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,B,11,3,Poster P0521,Abstract 6168,Immunosupressive treatment and CD4/CD8 T-cell exhaustion impact SARS-CoV-2-specific adaptive responses after vaccination in solid organ transplant,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",Laura DONADEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NULL,B,11,4,Poster P0522,Abstract 6212,Genomic characterization of SARS-CoV-2 outbreak during international scientific workshop: evidence of cross-border transmission,2024-04-27,1j,"COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)",MarÃ­a Paula VARGAS DURÃN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
