Day,Local Time,Location,Category,Type of Session,Number/Code,Session Title,Presentation Title,Authors/Presenters,MAF Coverage,Priority Level ,Status,Comments,tracknames,presenters,additional_info,disclosures
Thursday,10:30 AM - 11:45 AM,Petree D,,,,33 - Challenging Cases in Pediatrics,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Grant Paulsen, MD (he/him/his)', 'affiliation': ""Associate Professor Pediatric Infectious Diseases Cincinnati Children's Hospital Medical Center Cincinnati, OH, United States""}, {'title': 'Allison Bartlett, MD, MS (she/her/hers)', 'affiliation': ""Professor Pediatrics University of Chicago Comer Children's Hospital Chicago, IL, United States""}, {'title': 'Angela Campbell, MD, MPH', 'affiliation': 'Medical Officer Coronavirus and Other Respiratory Viruses Division Centers for Disease Control and Prevention Atlanta, GA, United States'}, {'title': 'Monica Ardura, DO, MSCS (she/her/hers)', 'affiliation': ""Professor of Pediatrics, Infectious Diseases Pediatrics, Infectious Diseases Nationwide Children's Hospital Columbus, OH, United States""}, {'title': 'Walter Dehority, MD, MSc (he/him/his)', 'affiliation': 'Professor Vanderbilt School of Medicine, TN, United States'}, {'title': 'Anjali Kunz, MD (she/her/hers)', 'affiliation': ""Pediatric Infectious Disease Staff Mary Bridge Children's Hospital""}, {'title': 'Sameer Patel', 'affiliation': 'Chicago, IL'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Grant C. Paulsen, MD:  No relevant disclosure to display', 'Allison H. Bartlett, MD, MS:  No relevant disclosure to display', 'Monica I. Ardura, DO, MSCS:  No relevant disclosure to display', 'Walter Dehority, MD, MSc:  No relevant disclosure to display', 'Anjali Kunz, MD:  No financial relationships to disclose']"
Thursday,10:30 AM - 11:45 AM,Concourse 152,,,,34 - Unforgettable Cases in Adult and Pediatric Travel & Tropical Medicine,,,,,,,"['Adult ID', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee']","[{'title': 'Alicia Hidron, MD', 'affiliation': 'Associate Professor Universidad Pontificia Bolivariana'}, {'title': 'Carlos Franco-Paredes, MD, MPH', 'affiliation': 'Faculty Department of Medicine - Division of Infectious Diseases Hospital Infantil de Mexico, Mexico and Instituto Conmemorativo de la Salud, Panama Denver, CO, United States'}, {'title': 'AndrÃ©s Henao-MartÃ\xadnez, MD', 'affiliation': 'Associate Professor University of Colorado Anschutz Medical Campus Aurora, CO, United States'}, {'title': 'Martin Casapia, MPH (he/him/his)', 'affiliation': 'Associate Proffesor Medicine Universidad Nacional de la Amazonia Peruana Iquitos, Loreto, Peru'}, {'title': 'Luis Marcos, MD, MPH, FIDSA', 'affiliation': 'ASSOCIATE PROFESSOR OF MEDICINE STONY BROOK UNIVERSITY , NY, United States'}, {'title': 'Ana BelÃ©n Arauz', 'affiliation': ''}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Alicia Hidron, MD:  No financial relationships to disclose', 'Carlos Franco-Paredes, MD, MPH:  No financial relationships to disclose', 'AndrÃ©s F. Henao-MartÃ\xadnez, MD:  No financial relationships to disclose', 'Martin Casapia, MPH:  No financial relationships to disclose', 'Luis Marcos, MD, MPH, FIDSA:  No financial relationships to disclose', 'Ana BelÃ©n Arauz:  No relevant disclosure to display']"
Thursday,12:00 PM - 12:25 PM,Global BugHub Stage,,,,Advancing Health Equity in Infectious Diseases Through Community Partnerships: Reflections and a Call to Action,,,,,,,['Global BugHub Stage'],"[{'title': 'Carina Marquez, MD, MPH', 'affiliation': 'Associate Professor Division of HIV, ID, Global Medicine, University of California San Francisco, Zuckerberg San Francisco General Hospital San Francisco, CA, United States'}, {'title': 'Jacinda Abdul-Mutakabbir, PharmD, MPH (she/her/hers)', 'affiliation': 'Assistant Professor of Clinical Pharmacy University of California San Diego San Diego, CA, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Carina Marquez, MD, MPH:  No financial relationships to disclose']"
Thursday,12:00 PM - 12:25 PM,BugHub Stage,,,,"It's not the DARK side: Understanding Pharma and the "" 7 habits"" as you peek into the other side.",,,,,,,['BugHub Stage'],"[{'title': 'Toyin Nwafor, MD (she/her/hers)', 'affiliation': 'Senior Medical Director, HIV Prevention ViiV Healthcare durham, NC, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Thursday,12:15 PM - 12:45 PM,Halls JK - Arena 1,,,,35 - Challenging Bacterial Infections,,,,,,,['Rapid-Fire Poster'],"[{'title': 'Adarsh Bhimraj, MD', 'affiliation': 'Director, ID fellowship programs and education Houston Methodist Hospital, TX, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Adarsh Bhimraj, MD:  No financial relationships to disclose']"
Thursday,12:15 PM - 12:45 PM,Halls JK - Arena 2,,,,"36 - Spotlight on HIV: Key Insights and Advances, Part 1",,,,,,,['Rapid-Fire Poster'],"[{'title': 'Nada Fadul, MD (she/her/hers)', 'affiliation': 'Professor & Assistant Dean University of Nebraska Medical Center Omaha, NE, United States'}, {}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Thursday,12:15 PM - 12:45 PM,Halls JK - Arena 3,,,,37 - ID Potpourri: A Mix of Insights and Innovations,,,,,,,['Rapid-Fire Poster'],"[{'title': 'David Dobrzynski, Jr., MD', 'affiliation': 'Assistant Professor of Medicine, Program Director Infectious Diseases Fellowship, Medical Director Antimicrobial Stewardship Program Infectious Diseases University of Rochester Medical Center Rochester, NY, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Thursday,12:15 PM - 12:45 PM,Halls JK - Arena 4,,,,38 - Identifying HAI Risks: Laboratory Testing and Beyond,,,,,,,['Rapid-Fire Poster'],"[{'title': 'Kelly Cawcutt, MD, MS', 'affiliation': 'Associate Professor of Medicine; Medical Director of Infection Control & Hospital Epidemiology, Medical Director of Acute Care Quality, Co-Director of Digital Innovation & Social Media Strategy for the Division of Infectious Diseases Divisions of Infectious Diseases and Pulmonary & Critical Care Medicine University of Nebraska Medical Center Omaha, NE, United States'}, {}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Thursday,12:30 PM - 12:55 PM,BugHub Stage,,,,The top 10 reason why ID physicians and clinicians are the real MVPs,,,,,,,['BugHub Stage'],"[{'title': 'Toyin Nwafor, MD (she/her/hers)', 'affiliation': 'Senior Medical Director, HIV Prevention ViiV Healthcare durham, NC, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Thursday,12:30 PM - 12:55 PM,Global BugHub Stage,,,,Visa Odyssey: Navigating the Infectious Disease Pathway from Fellowship to Faculty as an International Medical Graduate,,,,,,,['Global BugHub Stage'],"[{'title': 'Brian Chow, MD (he/him/his)', 'affiliation': 'Attending Physician Harbor-UCLA Medical Center, MA, United States'}, {'title': 'Cesar Berto Moreano, MD', 'affiliation': 'Attending Internal Medicine The University of Alabama at Birmingham Birmingham, Alabama, United States'}, {'title': 'Paloma Cariello, MD, MPH, FIDSA (she/her/hers)', 'affiliation': 'Associate Professor, Infectious Diseases\r\nAssociate Dean, Academic Culture and Community Internal Medicine University of Utah School of Medicine Salt Lake City, UT, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,1:45 PM - 3:00 PM,Petree D,,,,152 - Big Beasts of Clinical Mycology,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'George Thompson, III, MD', 'affiliation': 'Professor Internal Medicine, Division of Infectious Diseases University of California Davis Medical Center Sacramento, CA, United States'}, {'title': 'Ana Alastruey Izquierdo, PhD (she/her/hers)', 'affiliation': 'Research Scientist Instituto de Salud Carlos III, National Centre for Microbiology. Mycology Reference Laboratory Majadahonda, Madrid, Spain'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'George R. Thompson, MD, III:  No relevant disclosure to display', 'Ana Alastruey Izquierdo, PhD:  No relevant disclosure to display']"
Friday,1:45 PM - 3:00 PM,408 B,,,,"153 - HIV Updates for the Non-HIV Specialist: Principles, Pearls and Pitfalls",,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Valeria Cantos, MD', 'affiliation': 'Associate Professor Division of Infectious Diseases Emory University Atlanta, GA, United States'}, {'title': 'Matthew Hickey, MD, MAS (he/him/his)', 'affiliation': 'Assistant Professor UCSF San Francisco, CA, United States'}, {'title': 'Vivek Jain, MD, MAS (he/him/his)', 'affiliation': 'Professor of Medicine Division of HIV, Infectious Diseases & Global Medicine, San Francisco General Hospital, University of California, San Francisco San Francisco, CA, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Valeria D. Cantos, MD:  No relevant disclosure to display', 'Matthew D. Hickey, MD, MAS:  No financial relationships to disclose', 'Vivek Jain, MD, MAS:  No relevant disclosure to display']"
Friday,1:45 PM - 3:00 PM,Concourse 152,,,,154 - The Growing Threat of H5N1 on US Farms,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Danielle Zerr, MD MPH (she/her/hers)', 'affiliation': ""Professor Pediatric Infectious Diseases/Med. Dir. Infection Prevention University of Washington/Seattle Children's Hospital Seattle, WA, United States""}, {'title': 'Tara Palmore, MD', 'affiliation': 'Senior Medical Advisor National Institute of Allergy and Infectious Diseases, NIH, MD, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Tara Palmore, MD:  No relevant disclosure to display']"
Friday,1:45 PM - 3:00 PM,502 A,,,,155 - Imaging Approaches for Patients With Infections and Fever of Unknown Origin,,,,,,,"['Adult ID', 'Global ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Zanthia Wiley, MD (she/her/hers)', 'affiliation': 'Associate Professor of Medicine Emory University Atlanta, GA, United States'}, {'title': 'Lindsey Gottlieb, MD (she/her/hers)', 'affiliation': 'Assistant Professor of Medicine, Division of Infectious Diseaes Emory University School of Medicine'}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Zanthia Wiley, MD:  No financial relationships to disclose', 'Lindsey B. Gottlieb, MD:  No financial relationships to disclose']"
Friday,1:45 PM - 3:00 PM,502 B,,,,156 - Leveraging the Host Response for Infectious Disease Diagnosis and Pathogen Discovery,,,,,,,"['Adult ID', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Nira Pollock, MD, PhD (she/her/hers)', 'affiliation': ""Co-Director, Infectious Diseases Diagnostic Lab/Associate Professor of Pathology and Medicine, HMS Boston Children's Hospital Boston, MA, United States""}, {'title': 'Ellen Foxman, MD, PhD. (she/her/hers)', 'affiliation': 'Associate Professor Yale School of Medicine New Haven , CT, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Nira R. Pollock, MD, PhD:  No financial relationships to disclose', 'Ellen F. Foxman, MD, PhD.:  No financial relationships to disclose']"
Friday,1:45 PM - 3:00 PM,Petree C,,,,157 - Respiratory Viruses: The Big 3,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Christine Johnston, MD, MPH (she/her/hers)', 'affiliation': 'Associate Professor Medicine University of Washington Seattle, WA, United States'}, {'title': 'â??â??â??â??Angela R. Branche, MD, MD (she/her/hers)', 'affiliation': 'Associate Professor of Medicine University of Rochester Rochester, NY, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Christine Johnston, MD, MPH:  No relevant disclosure to display', 'â??â??â??â??Angela R. Branche, MD, MD:  No relevant disclosure to display']"
Friday,1:45 PM - 3:00 PM,515 A,,,,158 - Surgical Issues in Pediatric Infectious Diseases,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Latania Logan, MD, MSPH', 'affiliation': 'Marcus Professor of Pediatric Infectious Diseases, Professor of Pediatrics Emory University School of Medicine Atlanta, Georgia, United States'}, {'title': 'Ravi Jhaveri, MD', 'affiliation': ""Professor of Pediatrics Ann & Robert H. Lurie Children's Hospital of Chicago Chicago, Illinois, United States""}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Latania K. Logan, MD, MSPH:  No financial relationships to disclose', 'Ravi Jhaveri, MD:  No relevant disclosure to display']"
Friday,1:45 PM - 3:00 PM,515 B,,,,159 - Whole Genome Sequencing Surveillance for Infection Prevention: Promises and Barriers,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Investigative ID', 'Pediatric ID', 'Trainee']","[{'title': 'Costi Sifri', 'affiliation': ''}, {'title': 'Alexander Sundermann, DrPH, CIC, FAPIC', 'affiliation': 'Assistant Professor University of Pittsburgh Pittsburgh, PA, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Costi Sifri:  No financial relationships to disclose', 'Alexander Sundermann, DrPH, CIC, FAPIC:  No relevant disclosure to display']"
