poster_id,source_url,track_code,track_name,session_type,presentation_id,title,date,time,timezone,location,presenting_author_name,presenting_author_title,presenting_author_institution,presenting_author_location,total_presenting_authors,total_co_authors,all_presenting_authors,all_co_authors
536,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=536,J5.,J5. Quality Improvement,,P-2050,Enhancing Patient Outcomes and System Efficiency Through Active Screening for Recurrent Clostridioides difficile and Specialty Treatment at an Infectious Diseases Clinic,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Thomas Holowka, MD, PhD (he/him/his)",Assistant Professor,Stony Brook University,"Stony Brook, NY, United States",1,7,"Thomas Holowka, MD, PhD (he/him/his)","Trieu-Vi Khuu, BS; Nikolaos Mavrogiorgos, MD; Elizabeth C. Arant, MD; Michael Herce, MD, MPH, MSCR; Claire E. Farel, MD, MPH; Sarah McGill, MD, MSc; Luther A. Bartelt, MD"
537,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=537,J5.,J5. Quality Improvement,,P-2049,Detecting Staphylococcus aureus Bacteremia in Patients with S. aureus Bacteriuria: A Multicenter Quality Improvement Project,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Timothy J. Whitman, DO",Physician,"Larner College of Medicine, University of Vermont Health Network","Shelburne, VT, United States",1,7,"Timothy J. Whitman, DO","W. Kemper Alston, MD, MPH; Jennifer Beveridge, NP; Campbell Brendan, MD; Keith Collins, MD; Juvena Hitt, n/a; Jessie Leyse, MD; Allen B. Repp, MD"
538,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=538,J5.,J5. Quality Improvement,,P-2048,Evaluating the Impact of Removing Urine Culture Testing from Emergency Department Order Sets,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Tsiani R. Adopleh, DO",Resident Physician,"Zucker School of Medicine, Northwell Health at Mather Hospital, Port Jefferson, NY, USA","Port Jefferson, NY, United States",1,8,"Tsiani R. Adopleh, DO","Daawar Chaudhry, DO; Roseline Idoko, MD; Maricelle Monteagudo-Chu, PharmD; Adam Wos, MD, FACEP; Lindsay Lindsay, BS; Alan Kaell, MD FACP FACR; David Galinkin, DO, MPH; Anas Sawas, MD. MBA. MPH. MS."
539,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=539,J5.,J5. Quality Improvement,,P-2047,Reducing Broad-Spectrum Antibiotic Use through a Multi-Modal Educational Campaign in Patients with Penicillin Allergy,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Nares Smitasin, MD",,"National University Hospital, Singapore","Singapore, Singapore",1,8,"Nares Smitasin, MD","Srishti Chhabra, MRCP, MMed; Hui Hiong Chen, MPharm (Clinical); Priscillia Lye, MBBS, MRCP(UK), MMed; Jia En Wu, MPharm (Clinical; Fathima Rofina Farveen Mohamed Nasar, BSc Pharm; Geraldine Foo, BSc Pharm (Hons); Amelia Santosa, MBBS, MRCP, MMed; Sophia Archuleta, MBBS"
540,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=540,V1.,V1. Studies of the epidemiology of viral infections,,P-2174,Development and Validation of the Y.E.L.L.O.W. Score: a Novel Prognostic Model for Yellow Fever-Related Acute Liver Failure,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Bráulio R.G.M Couto, PhD",Professor,AMECI – Associação Mineira de Epidemiologia e Controle de Infecções,"Belo Horizonte, Minas Gerais, Brazil",1,2,"Bráulio R.G.M Couto, PhD","Carolina Vieira, MD; Wanessa T. Clemente, PhD"
541,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=541,V1.,V1. Studies of the epidemiology of viral infections,,P-2173,"Respiratory Virus Detections among Asymptomatic Students and Staff Members in a Large Public School District in Kansas City, Missouri, 2023-2025","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Brian R. Lee, PhD, MPH",Doctoral Research Faculty,Children's Mercy Kansas City,"Kansas City, Missouri, United States",1,9,"Brian R. Lee, PhD, MPH","Jennifer E. Schuster, MD (she/her/hers); Brittney Fritschmann, MS; Olivia Almendares, MPH; Hannah L. Kirking, MD; Nibha Sagar, Ph.D.; Dithi Banerjee, PhD; Anjana Sasidharan, MS, MB(ASCP) (she/her/hers); Rangaraj Selvarangan, PhD; Jennifer Goldman, MD, MSCR (she/her/hers)"
542,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=542,V3.,V3. Studies of treatment and prevention of viral infections,,P-2172,Real-World Use of Letermovir for Prophylaxis of Cytomegalovirus in High-Risk Kidney Transplant Recipients,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Virtual,"Athena Matsikas, PharmD",,NYU Langone Health,"New York, New York, United States",1,3,"Athena Matsikas, PharmD","Srijana Jonchhe, PharmD, BCPS, BCTXP; Sapna A. Mehta, MD; fainareti Zervou, MD"
543,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=543,V1.,V1. Studies of the epidemiology of viral infections,,P-2171,"Genomic epidemiology of Human Respiratory Syncytial Virus in vaccinated and unvaccinated adults in Atlanta, Georgia, during the 2024–2025 season","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Anne Piantadosi, MD, PhD (she/her/hers)",Assistant Professor,Emory University School of Medicine,"Atlanta, GA, United States",1,5,"Anne Piantadosi, MD, PhD (she/her/hers)","Said Rachida, PhD; Henok A. Tafesse, MD; Mackenzie Duford, Emory University, B.S. Biology; Hannah Cayla C. Dakanay, Bachelor's of Science in Molecular Biology; Alaa Ahmed, PhD"
544,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=544,V1.,V1. Studies of the epidemiology of viral infections,,P-2170,Detection of Human Adenovirus with and without Co-detection of Other Respiratory Viruses Among Children with Acute Respiratory Illnesses,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Adam E. Gailani, MD (he/him/his)",Pediatric Infectious Diseases Fellow,Vanderbilt University Medical Center,"Nashville, TN, United States",1,27,"Adam E. Gailani, MD (he/him/his)","Tess Stopczynski, MS (she/her/hers); Herdi Kurnia. Rahman, BS; Olla R. Hamdan, B.Pharm, MPH (she/her/hers); Haya Hayek, MD (she/her/hers); Varvara Probst, MD; Laura S. Stewart, PhD; Rangaraj Selvarangan, PhD; Jennifer E. Schuster, MD (she/her/hers); Mary E. Moffatt, M.D.; Marian G. Michaels, MD, MPH; John Williams, MD; Leila C. Sahni, PhD, MPH (she/her/hers); Vasanthi Avadhanula, PhD; Julie A. Boom, MD; Mary A. Staat, MD, MPH; Elizabeth P. Schlaudecker, MD, MPH; Christina M. Quigley, PhD; Geoffrey A. Weinberg, MD (he/him/his); Peter G. Szilagyi, MD MPH; Janet A. Englund, MD (she/her/hers); Eileen J. Klein, MD, MPH; Aaron T. Curns, MPH; Heidi L. Moline, MD, MPH; Ariana Toepfer, MPH; Andrew J. Spieker, PhD; James Chappell, MD, PhD; Natasha B. Halasa, MD (she/her/hers)"
545,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=545,V2.,V2. Studies of viral pathogenesis,,P-2169,Integrative scRNA-seq and Transcriptomic Analysis Reveals Monocyte/Macrophage Activation Drives EV-A71-Induced Immune Dysregulation and Neural Injury in Severe HFMD,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Muqi Wang, Doctor's degree",,The Second Affiliated Hospital of Xi'an Jiaotong University,"Xi'an, Shaanxi, China",1,10,"Muqi Wang, Doctor's degree","Meng Zhang, Doctor's degree; huiling Deng, n/a; Yufeng Zhang, Doctor's degree; Chenrui Liu, Doctor's degree; Yuan Chen, Doctor's degree; Chuting Zhang, Doctor's degree; Wen Zhang, Doctor's degree; Xiaoli Jia, Doctor's degree; Shuangsuo Dang, PhD; Yaping Li, Doctor's degree"
546,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=546,T2.,T2. Studies of empiric and pre-emptive therapy,,P-2168,Impact of BACT/ALERT® VIRTUO® System on Blood Culture Positivity in Patients with Hematologic Malignancies and Febrile Neutropenia,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Yvonne Burnett, PharmD, BCIDP (she/her/hers)",Antimicrobial Stewardship Pharmacist Coordinator,SSM Health Saint Louis University Hospital,"St. Louis, MO, United States",1,6,"Yvonne Burnett, PharmD, BCIDP (she/her/hers)","Rachel Ward, PharmD; Carmen B. Smith, PharmD, BCPS; Robin R. Chamberland, PhD D(ABMM); Tyler Heflin, RN; Sagun Goyal, MD, MSc; Christian Gill, PharmD, BCIDP"
547,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=547,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2167,Outcomes of Nocardiosis Among Immunosuppressed Patients,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Zachary Yetmar, MD (he/him/his)",Assistant Professor of Medicine,Cleveland Clinic,"Cleveland, OH, United States",1,5,"Zachary Yetmar, MD (he/him/his)","Maria Vega Brizneda, MD; Cyndee Miranda, MD; Eric Cober, MD; Anisha Misra, PhD; Susan Harrington, PhD"
548,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=548,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2166,Fusariosis in Hematologic Malignancies in the Era of Antifungal Prophylaxis,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Paulina Vega, MD","ID fellow, Affiliate Postdoctoral Scholar",University of Washington/ Fred Hutch Cancer Center,"Seattle, WA, United States",1,9,"Paulina Vega, MD","Pooja Bhattacharyya, PA-C, MHS; Thomas M. Kuczmarski, MD; Regina Lengermann, PA-C; Lisa So, PA-C; Leah H. Yoke, PA-C, MCHS; Hayden Z. Smith, MD; Joshua Lieberman, MD, PhD; David Fredricks, MD (he/him/his); Steven A. Pergam, MD, MPH"
549,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=549,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2165,Comparison of Incidence Reporting and Outcomes of Infections in Chimeric Antigen Receptor T (CART) Cell Therapy and Bispecific Antibodies (BsAb) Therapy for Multiple Myeloma: A Retrospective Pharmacovigilance Study,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Varshini Thiruvadi, MD",Resident,"University of Illinois College of Medicine, Peoria","Peoria, IL, United States",1,3,"Varshini Thiruvadi, MD","Arankesh Mahadevan, MD; Saba Asif, MD; Denise Francisco, MD"
550,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=550,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2164,Clinically Significant Cytomegalovirus Infection (csCMVi) After Matched Donor Allogeneic HSCT Using Post-Transplant Cyclophosphamide: A Systematic Review and Meta-Analysis,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Varshini Thiruvadi, MD",Resident,"University of Illinois College of Medicine, Peoria","Peoria, IL, United States",1,6,"Varshini Thiruvadi, MD","Shweta Kapur, PT, MS, PhD; Abul Hasan Shadali, MBBS; Saba Asif, MD; Pranatharthi Chandrasekar, md; Lea M. Monday, MD, PharmD; Vishakh C. Keri, MBBS, DM (he/him/his)"
551,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=551,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2163,Accumulative Incidence and Outcomes of Cytomegalovirus Disease in Kidney Transplant Recipients during Pre- and Post- Protocol Revision Periods in Thammasat University Hospital,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Thitima Phairoch, MD",Fellow,Thammasat University Hospital,"HuaHin, Prachuap Khiri Khan, Thailand",1,1,"Thitima Phairoch, MD","Sasinuch Rutjanawech, MD"
552,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=552,T2.,T2. Studies of empiric and pre-emptive therapy,,P-2162,Is complete avoidance to anti-anerobic therapy possible for empiric fever and neutropenia therapy?,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Swarn V. Arya, DO (she/her/hers)",Fellow Physician,University of North Carolina Chapel Hill,"Durham, NC, United States",1,8,"Swarn V. Arya, DO (she/her/hers)","Mirae Baichoo, PhD; Amandeep Singh, MBBS; Ravi Singh, BS; Pamela Susman, MSEd; Marcel van den Brink, MD, PhD; Boglarka Gyurkocza, MD; Jonathan Peled, MD, PhD; Susan K. Seo, MD"
553,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=553,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2161,Prophylaxis Followed by Preemptive Approach Versus Prophylaxis to Prevent CMV infection in CMV-Seropositive Kidney Transplant Recipients Receiving Anti-Thymocyte Globulin Induction Therapy,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Theerapong Rattanaruangsup, MD (he/him/his)",Infectious Disease Specialist,Ramathibodi Hospital,"Nai Mueang district, Nakhon Ratchasima, Thailand",1,2,"Theerapong Rattanaruangsup, MD (he/him/his)","Rungthiwa Kitpermkiat, MD; Jackrapong Bruminhent, MD"
554,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=554,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2160,Cumulative Incidence of Invasive Fungal Disease Among Patients with Multiple Myeloma who Received B-cell Maturation Antigen–Directed CAR T-cell therapy: A Systematic Review and Meta-Analysis,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Stephanos Vassilopoulos, MD (he/him/his)",Resident,"Warren Alpert Medical School of Brown University, Rhode Island Hospital, Providence, RI","Providence, RI, United States",1,4,"Stephanos Vassilopoulos, MD (he/him/his)","Athanasios Vassilopoulos, MD; Abby London, MD; Markos Kalligeros, MD; Eleftherios Mylonakis, MD, PhD"
555,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=555,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2159,Pneumonia in Pediatric HSCT Recipients: A Multicentric Prospective Cohort Analysis of Mortality.,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Silvio R. Araujo, Sr., MD",Infectious disease fellow,Universidad del Valle,"Cali, Valle del Cauca, Colombia",1,29,"Silvio R. Araujo, Sr., MD","Mario A. Bustos, MD; Orlando Garcia, MD; Miguel A. Luengas-Monroy, MD; Kevin Gonzalez, MD; Martha Avilés-Robles, MD; Alejandro Diaz Diaz, MD; Gabriela Ensinck, n/a; Dennise Vaquera, MD; Abiel H. Mascareñas, MD; José I. Castillo, MD; Rodrigo Garcia, MD; Jose F. Vallejo, MD; Paola Marsela Pérez Camacho, MD; Jaime Alberto Patiño Niño, MD; Lina M. Sandoval-Calle, MD; Viviana Stefanie Martínez Osorio, MD; Juan Sebastián Navarro Yaruro, MD; Mauricio Chaparro Alzogaray, MD; Almudena Laris Gonzalez, MD, MSc; Andrea Restrepo Gouzy, MD; Silvina Lobertti, MD; Santiago López Papucci, MD; Romina Valenzuela, MD; Carlos A. Portilla, MD; Jorge Buitrago, MD; Erika Cantor, PhD; Oscar Ramirez, MD; María Elena Santolaya, MD; Eduardo Lopez-Medina, MD, MSc (he/him/his)"
556,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=556,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2158,Early Candida Isolation and Long-Term Survival After Lung Transplantation: Species-Specific Risks and Predictors,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Scott A. Cohen, PhD, MPH",MD-PhD Student,University of Florida,"Gainesville, FL, United States",1,3,"Scott A. Cohen, PhD, MPH","Kathryn DeSear, PharmD; Mattia Prosperi, PhD; Cynthia Gries, MD, MSc"
557,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=557,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2157,Comparative Analysis of Sepsis Outcomes in Patients with Left Ventricular Assist Devices versus Heart Transplantation: A National Database Analysis,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Sarim Raheel, MBBS",,Aga Khan University,"Karachi, Sindh, Pakistan",1,6,"Sarim Raheel, MBBS","Zulfiqar H. Jogezai, MBBS; Muskaan Abdul Qadir, MBBS; Hafsa Khan Tareen, MBBS; Bilal Siddiqui, Osteopathic Medicine; Ayesha Rashid, MD; Armaghan-e-Rehman Mansoor, MD"
558,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=558,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2156,Investigating the Relationship of Frailty and UTIs in Kidney Transplant Recipients,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Rebecca Unterborn, MD (she/her/hers)",Fellow,University of Colorado,"Denver, CO, United States",1,3,"Rebecca Unterborn, MD (she/her/hers)","Liza Creel, PhD; Kristine M. Erlandson, MD MS (she/her/hers); Maheen Abidi, MD, FAST"
559,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=559,T1.,T1. Studies of pre-transplant screening and evaluation,,P-2155,Evaluation of Intracranial Hemorrhage in patients with Infections related to Left Ventricular Assist Device (LVAD) at our Transplant Center,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Rafael Garcia-Sturgill, MD",,Allegheny Health Network,"Pittsburgh, Pennsylvania, United States",1,5,"Rafael Garcia-Sturgill, MD","Alexander Tarr, DO; Sarah Kanell, DO; George Bchech, MD; Nitin Bhanot, MD, MPH, MMM; Rasha Abdulmassih, MD"
560,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=560,,,,P-2238,A 16-day old male newborn who presented with a vesicular skin rash in Nigeria,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Virtual,"Chizaram Onyeaghala, MBBS, MScPH,",,UPTH,"Port Harcourt, Rivers, Nigeria",1,8,"Chizaram Onyeaghala, MBBS, MScPH,","Ezinne Allinnor, MBBS; Mary A. Irabor, MBBS; Jennifer Ngufan, MBBS; Idorenyin Diamond, MBBS; Chioma Nnah, MBBS; Peace Opara, MBBS; Rosemary Ugwu, MBBS; Datonye Alasia, MBBS"
561,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=561,,,,P-2237,Full term newborn with respiratory distress from South Texas,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Andrea Mendez, MD",Pediatric Infectious Diseases Fellow,"Baylor College of Medicine, Texas Children's Hospital","Houston, TX, United States",1,2,"Andrea Mendez, MD","Gail J. Demmler- Harrison, MD; Jaime Fergie, MD"
562,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=562,,,,P-2236,A 5-year-old girl with headaches and back pain,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Patrik E. Sarmiento-Wilches, MD (she/her/hers)",Pediatric infectious Disease Fellow,Nationwide Children Hospital,"Columbus, OH, United States",1,1,"Patrik E. Sarmiento-Wilches, MD (she/her/hers)","Joshua R. Watson, MD"
563,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=563,,,,P-2234,It's just a bloody nose,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Elizabeth Ramos Orosco, MD (she/her/hers)",Resident physician,"Nationwide Children's Hospital and The Ohio State University College of Medicine, Columbus, Ohio, USA","Columbus, OH, United States",1,1,"Elizabeth Ramos Orosco, MD (she/her/hers)","Christopher Ouellette, MD"
