session_id,source_url,primary_track,all_tracks,track_count,session_type,session_number,session_title,full_title,date,time,timezone,location,cme_hours,moc_hours,cne_hours,acpe_hours,acpe_number,pace_hours,ce_broker_hours,primary_speaker_name,primary_speaker_title,primary_speaker_department,primary_speaker_institution,primary_speaker_location,total_speakers,all_speakers,disclosure_count,disclosures,presentation_count,presentation_titles,presentation_times,presentation_speakers
108,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=108,Oral Abstract Session,Oral Abstract Session,1,Oral Abstract,,79 - C the Change: Innovative Approaches to Hepatitis C Testing and Treatment,79 - C the Change: Innovative Approaches to Hepatitis C Testing and Treatment,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B211-B212,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Harrys Torres, MD",Professor,"Infectious Diseases/ Gastroenterology, Hepatology, and Nutrition",The University of Texas MD Anderson Cancer Center,"Houston, TX, United States",2,"Harrys Torres, MD; Emily Cartwright, MD (she/her/hers)",2,"\1: National Cancer Institute, and Gilead Sciences,: Grant/Research Support | \1: No financial relationships to disclose.",6,"Highway to Health: Mobile Pharmacy and Clinic Providing Hepatitis C Testing and Treatment | Implementation of Novel Point-of-Care Hepatitis C RNA Platform and Clinical Characteristics of Treatment in Persons Experiencing Homelessness in Detroit, Michigan | Rapid Initiation of Hepatitis C Treatment in Hospitalized Veterans Using a Real-Time Clinical Dashboard | Large Scale Implementation of Opportunistic HCV Treatment during Hospitalization in a US Tertiary Care Hospital | Telehealth-based HCV Treatment Improves Access to Care for Individuals Who Utilize Syringe Service Programs | The Path Toward Treatment: Identifying Barriers to Hepatitis C Care Linkage After Positive Emergency Department Screening",3:15 PM - 3:27 PM | 3:27 PM - 3:39 PM | 3:39 PM - 3:51 PM | 3:51 PM - 4:03 PM | 4:03 PM - 4:15 PM | 4:15 PM - 4:27 PM,"Angela Di Paola, PhD | Kyle G. Crooker, MD | Edwin Wilbur Woodhouse, III, MD, MPH (he/him/his) | L. Madeline McCrary, MD (she/her/hers) | Sarah E. Rowan, MD | Emma Nedell, MPH (she/her/hers)"
109,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=109,Oral Abstract Session,Oral Abstract Session,1,Oral Abstract,,86 - Immunizing the Ages: Innovations in Adult Vaccines,86 - Immunizing the Ages: Innovations in Adult Vaccines,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B207-B208,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Matthew Laurens, MD, MPH, FIDSA, FPIDS (he/him/his)",Professor,,"Center for Vaccine Development and Global Health, University of Maryland School of Medicine","Baltimore, MD, United States",2,"Matthew Laurens, MD, MPH, FIDSA, FPIDS (he/him/his); Usman Nakakana, MSc, MD (he/him/his)",2,"\1: BioNTech: Grant/Research Support; St. Jude Children's Research Hospital: Honoraria | \1: GSK Bio: Employee, Stocks/Bonds (Private Company)",6,"Impact of Prior Zoster Vaccination on Cardiovascular, Dementia, and Mortality Outcomes Following Herpes Zoster Infection: A Matched Cohort Study | Safety and Immunogenicity of BNT166a, an Investigational Quadrivalent mRNA Mpox Vaccine | Safety and Immunogenicity of mRNA-1018, a candidate vaccine for the prevention of H5N1 pandemic influenza, in healthy adults ≥18 years of age in a dose-ranging Phase 1/2 clinical study | Effectiveness of RSV Vaccines in Older Adults in the United States, VISION Network, 2023-2025 | Rabies Vaccination to Assess Vaccine Responsiveness after B Cell Targeted Chimeric Antigen Receptor (CAR)-T Cell Therapies: The RAVCAR Study | Safety, Tolerability, and Immunogenicity of the mRNA-1345 RSV Vaccine in Solid Organ Transplant Recipients Aged ≥18 Years",3:15 PM - 3:27 PM | 3:27 PM - 3:39 PM | 3:39 PM - 3:51 PM | 3:51 PM - 4:03 PM | 4:03 PM - 4:15 PM | 4:15 PM - 4:27 PM,"Ali Dehghani, DO | Leela Davies, MD, PhD | Natalia V. Voge, MD PhD | Ruth Link-Gelles, PhD, MPH | Patrick W. Flaherty (he/him/his) | Erick F. Mayer, MD (he/him/his)"
110,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=110,Oral Abstract Session,Oral Abstract Session,1,Oral Abstract,,92 - Protecting Our Resources: Sustainability and Diagnostic Stewardship,92 - Protecting Our Resources: Sustainability and Diagnostic Stewardship,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B203,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Francine Touzard Romo, MD (she/her/hers)","Infectious Diseases Physician, Associate Professor of Medicine",,Brown University Health,"East Greenwich, RI, United States",2,"Francine Touzard Romo, MD (she/her/hers); Hitoshi Honda, MD",2,\1: No financial relationships to disclose. | \1: No financial relationships to disclose.,5,"Using Probability of Community-Acquired Pneumonia to Tailor Antimicrobials Among Inpatients (UP-CAPTAIN): A Pragmatic Randomized Trial Evaluating the Impact of Guided Test Interpretation on Antibiotic Use among Patients with Suspected Community-Acquired Respiratory Infection | Life-Cycle Emissions Associated with Unnecessary Days of IV Ceftriaxone Therapy | Evaluation of Self-Contamination Risks in Healthcare Personnel Wearing Standard Versus Extended Use Personal Protective Equipment (Extend PPE Study) | QuantiFERON TB Gold Test Utilization during Inpatient and Emergency Department Encounters at a Multi-Site, Single Academic Institution | Quantifying the Relationship Between Renal Function and Procalcitonin: A Study of 14,431 Blood Cultures",3:15 PM - 3:27 PM | 3:27 PM - 3:39 PM | 3:39 PM - 3:51 PM | 3:51 PM - 4:03 PM | 4:03 PM - 4:15 PM,"Jonathan Baghdadi, MD, PhD | Anshel Kenkare, MD | Caroline O'Neil, MA, MPH | Laxman Singanamala, BS | Albert Park, MD (he/him/his)"
111,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=111,Oral Abstract Session,Oral Abstract Session,1,Oral Abstract,,87 - LB Abstracts 2,87 - LB Abstracts 2,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B401-B402,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,Speaker TBD,"TBD, United States",,,,1,Speaker TBD,1,\1: No financial relationships to disclose.,0,,,
112,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=112,Adult ID,Adult ID; Pediatric ID,2,Interactive Session,,84 - Diagnostic Clinical Cases: What Do I Do With This Test Result?,84 - Diagnostic Clinical Cases: What Do I Do With This Test Result?,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,Sidney J. Marcus Auditorium,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Christopher Doern, PhD (he/him/his)","Director, Clinical Microbiology",,Virginia Commonwealth University Health System,"Richmond, VA, United States",7,"Christopher Doern, PhD (he/him/his); Susan Butler-Wu, PhD, D(ABMM); Anna Kaltsas, MD, MS, FIDSA  (she/her/hers); Marco Scipione, PharmD, BCIDP; Alexander McAdam, MD, PhD, D(ABMM) (he/him/his); Elizabeth Robilotti, MD MPH; Amanda Harrington, PhD",8,"\1: Cepheid, Inc: Honoraria; DiaSorin: Grant/Research Support; Noscendo: Grant/Research Support | \1: Karius, Inc: Honoraria; Roche Diagnostics: Advisor/Consultant; Shionogi Pharmacovigilance Center Co., Ltd.: Honoraria | \1: Biomerieux/Biofire diagnositcs: Advisor/Consultant | \1: No financial relationships to disclose. | \1: No financial relationships to disclose. | \1: No financial relationships to disclose. | \1: No financial relationships to disclose. | \1: Replimune: Advisor/Consultant",0,,,
113,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=113,Adult ID,Adult ID; HIV-STD-TB; Pediatric ID; Trainee,4,Interactive Session,,78 - Afternoon Delight: Challenging HIV & STI Coinfection Cases,78 - Afternoon Delight: Challenging HIV & STI Coinfection Cases,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,Thomas B. Murphy Ballroom 2-3,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Aadia Rana, MD (she/her/hers)",Professor of Medicine,,University of Alabama-Birmingham School of Medicine,"Birmingham, AL, United States",6,"Aadia Rana, MD (she/her/hers); Florence Momplaisir, MD, MSHP, FACP (she/her/hers); Aniruddha Hazra, MD (he/him/his); Jason Zucker, MD, MS; Jade Pagkas-Bather, MD, MPH (she/her/hers); Hilary Reno, MD, PhD (she/her/hers)",6,"\1: No financial relationships to disclose. | \1: No financial relationships to disclose. | \1: Abbott Laboratories: Advisor/Consultant; Gilead Sciences, Inc: Advisor/Consultant, Grant/Research Support; GSK/ViiV Healthcare: Advisor/Consultant | \1: No financial relationships to disclose. | \1: GSK/ViiV Healthcare: Grant/Research Support | \1: Hologic Inc: Grant/Research Support",0,,,
114,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=114,Adult ID,Adult ID,1,Symposium,,85 - ID Consultations in the Era of High Acuity and High Volume: Innovative Strategies to Bolster the ID Workforce,85 - ID Consultations in the Era of High Acuity and High Volume: Innovative Strategies to Bolster the ID Workforce,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,Thomas B. Murphy Ballroom 1,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Leah Yoke, PA-C, MCHS",Physician Assistant,,University of Washington; Fred Hutch Cancer Research Center,"Seattle, WA, United States",2,"Leah Yoke, PA-C, MCHS; Molly Paras, MD",2,\1: No financial relationships to disclose. | \1: No financial relationships to disclose.,3,An Innovative Infectious Diseases Hospitalist Model: Supporting Lean ID Teams | Integration of APPs Into the Infectious Disease Workforce: Case Studies for Team-Based Practice | Infectious Disease Clinical Pharmacists: Opportunities for Growth,3:15 PM - 3:40 PM | 3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Frances Ue | Becky DeCamillis, PA-C, MLS(ASCP) | Keenan Ryan, PharmD, PhC, MPH (he/him/his)"
115,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=115,Adult ID,Adult ID; Epi & Infection Control; Global ID; HIV-STD-TB; Investigative ID; Pediatric ID; Trainee; Transplant; COVID-19,9,Symposium,,91 - Practical Aspects of Antimicrobial Stewardship on Immunocompromised Patients,91 - Practical Aspects of Antimicrobial Stewardship on Immunocompromised Patients,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B206,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Lisa Dumkow, Pharm D., BCIDP (she/her/hers)",Antimicrobial Stewardship Clinical Pharmacist,,Trinity Health Grand Rapids,"Grand Rapids, MI, United States",2,"Lisa Dumkow, Pharm D., BCIDP (she/her/hers); Hannah Imlay, MD, MS (she/her/hers)",2,\1: No financial relationships to disclose. | \1: Recursion pharmaceutical: Stocks/Bonds (Public Company),3,Successful Interventions in Immunocompromised Stewardship: Where to Start | Opportunities for Antiviral Stewardship | Diagnostic Stewardship in Immunocompromised Patients,3:15 PM - 3:40 PM | 3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Sage Greenlee, PharmD, BCIDP | Madeleine R. Heldman, MD, MS | Jennifer Pisano, MD"
116,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=116,Adult ID,Adult ID; Investigative ID; HIV-STD-TB; Pediatric ID,4,Symposium,,"90 - Pathogenesis of Neurological Diseases From Non-CNS Pathogens, What We Can Learn From Murine Models","90 - Pathogenesis of Neurological Diseases From Non-CNS Pathogens, What We Can Learn From Murine Models","Monday, October 20, 2025",3:15 PM - 4:30 PM,,Thomas B. Murphy Ballroom 4,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Luther Bartelt, MD","Associate Professor, Infectious Diseases",,University of North Carolina School of Medicine,"Chapel Hill, NC, United States",2,"Luther Bartelt, MD; Shelli Farhadian, MD PhD",2,\1: No financial relationships to disclose. | \1: No financial relationships to disclose.,3,Role of CD4 T Cells in HIV-Associated Neuroinflammation | Neurological Post-Acute Sequelae of COVID-19 in Humans and Mice | Clostridioides difficile-Induced Neuroinflammation: Clinical Implications and Effects on Brain Function,3:15 PM - 3:40 PM | 3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Smita S. Iyer, MS, Ph.D | Stanley Perlman, MD, PhD (he/him/his) | Cirle A. Warren, MD"
117,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=117,Adult ID,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Trainee; COVID-19,7,Symposium,,89 - Pandemics Throughout History,89 - Pandemics Throughout History,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Nongnooch Poowanawittayakom, MD, MPH (she/her/hers)",Assistant Professor,,Washington University,"st.louis, MO, United States",2,"Nongnooch Poowanawittayakom, MD, MPH (she/her/hers); Lawrence Madoff, MD",2,\1: No financial relationships to disclose. | \1: No financial relationships to disclose.,3,"Influenza, 1348 Black Death: Times and Microbes Change, But Societal Responses Do Not | HIV/AIDS: A Personal Perspective | Finding the Next Pandemic",3:15 PM - 3:40 PM | 3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Powel Kazanjian, MD PhD (he/him/his) | Judith S. Currier, MD, MSc (she/her/hers) | Nahid Bhadelia, MD, MALD (she/her/hers)"
118,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=118,Adult ID,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Trainee; Transplant; COVID-19,9,Named Lecture,,80 - Caroline B. Hall Lecture​,80 - Caroline B. Hall Lecture​,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,Ballroom (Hall B1),,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Latania Logan, MD, MSPH","Marcus Professor of Pediatric Infectious Diseases, Professor of Pediatrics",,Emory University School of Medicine,"Atlanta, GA, United States",3,"Latania Logan, MD, MSPH; William Steinbach, MD; Gail Demmler-Harrison, MD (she/her/hers)",3,"\1: No financial relationships to disclose. | \1: No financial relationships to disclose. | \1: Elsevier, Inc: Book Royalties; Microgen: Advisor/Consultant, Grant/Research Support; Moderna, Inc.: Advisor/Consultant, Grant/Research Support; UpToDate - WoltersKluwer: Royalties for Writing Topics on CMV and HSV; WEBMD Medscape: Advisor/Consultant, Honoraria, Travel to present CME certified presentations to medical personnel",2,Awards Presentation | Mechanistic Insights into RSV Infection: A roadmap for Universal Prevention,3:30 PM - 3:45 PM | 3:45 PM - 4:30 PM,"| Asuncion Mejias, MD, PhD, MsCS (she/her/hers)"
119,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=119,Adult ID,Adult ID; Global ID; Trainee,3,Symposium,,81 - Challenging Consults in Clinical Mycology,81 - Challenging Consults in Clinical Mycology,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B405-B407,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"George Thompson, III, MD",Professor,"Internal Medicine, Division of Infectious Diseases",University of California Davis Medical Center,"Sacramento, CA, United States",2,"George Thompson, III, MD; Jessica Little, MD (she/her/hers)",2,"\1: Astellas Pharma Inc.: Advisor/Consultant, Grant/Research Support; Basilea Pharmaceutica: Advisor/Consultant, Grant/Research Support; Elion Therapeutics: Advisor/Consultant; F2G Limited: Advisor/Consultant, Grant/Research Support; GSK/ViiV Healthcare: Advisor/Consultant, Grant/Research Support; Pfizer, Inc.: Advisor/Consultant; Scynexis Inc.: Advisor/Consultant, Grant/Research Support | \1: Merck and Company, Inc.: Grant/Research Support; Moderna, Inc.: Grant/Research Support",3,Fungal Meningitis | Chronic Mucocutaneous Candidiasis: Underlying Diagnoses and Treatment | Fungal Bone and Joint Infections,3:15 PM - 3:40 PM | 3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Tom Walsh | Alexandra Freeman, MD | Andy O. Miller, MD"
120,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=120,Adult ID,Adult ID; Epi & Infection Control; Pediatric ID; Trainee; Transplant,5,Symposium,,83 - Contaminated Blood Cultures: Impactful or Inconvenient?,83 - Contaminated Blood Cultures: Impactful or Inconvenient?,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B302-B304,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Aaron Milstone, MD, MHS (he/him/his)",Professor,Pediatrics,Johns Hopkins University,"Baltimore, MD, United States",2,"Aaron Milstone, MD, MHS (he/him/his); Francesca Lee, MD",2,\1: No financial relationships to disclose. | \1: No financial relationships to disclose.,3,Are Blood Culture Contaminants Common and Do They Matter? | Prevention of Blood Culture Contamination: Technique Versus Technology | But What If It’s Real? Considerations for High-Risk Populations,3:15 PM - 3:40 PM | 3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Michiel Schinkel, MD, PhD, Msc (he/him/his) | Mark E. Rupp, MD (he/him/his) | Erica Prochaska, MD, MHS (she/her/hers)"
121,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=121,,,0,Symposium,,81 - Challenging Consults in Clinical Mycology,81 - Challenging Consults in Clinical Mycology,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B405-B407,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,Tom Walsh,Center for Innovative Therapeutics and Diagnostics,,,,1,Tom Walsh,1,"\1: Allergan: Advisor/Consultant, Grant/Research Support; Astellas: Advisor/Consultant, Grant/Research Support; Basilea: Advisor/Consultant; F2G: Advisor/Consultant, Grant/Research Support; Gilead: Advisor/Consultant, Grant/Research Support; Karyopharm: Advisor/Consultant, Advisor/Consultant, Grant/Research Support; Leadiant: Advisor/Consultant, Grant/Research Support; Merck: Advisor/Consultant, Grant/Research Support; Partner Therapeutics, Inc.: Advisor/Consultant; Scynexis: Advisor/Consultant, Grant/Research Support; Shionogi: Advisor/Consultant, Grant/Research Support; Statera: Advisor/Consultant; T2Biosystems: Advisor/Consultant, Grant/Research Support; Viosera: Grant/Research Support",2,Chronic Mucocutaneous Candidiasis: Underlying Diagnoses and Treatment | Fungal Bone and Joint Infections,3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Alexandra Freeman, MD | Andy O. Miller, MD"
122,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=122,,,0,Symposium,,83 - Contaminated Blood Cultures: Impactful or Inconvenient?,83 - Contaminated Blood Cultures: Impactful or Inconvenient?,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B302-B304,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Michiel Schinkel, MD, PhD, Msc (he/him/his)",,,Post-doctoral research,Amsterdam University Medical Center,1,"Michiel Schinkel, MD, PhD, Msc (he/him/his)",1,\1: No financial relationships to disclose.,2,Prevention of Blood Culture Contamination: Technique Versus Technology | But What If It’s Real? Considerations for High-Risk Populations,3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Mark E. Rupp, MD (he/him/his) | Erica Prochaska, MD, MHS (she/her/hers)"
123,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=123,,,0,Symposium,,"90 - Pathogenesis of Neurological Diseases From Non-CNS Pathogens, What We Can Learn From Murine Models","90 - Pathogenesis of Neurological Diseases From Non-CNS Pathogens, What We Can Learn From Murine Models","Monday, October 20, 2025",3:15 PM - 4:30 PM,,Thomas B. Murphy Ballroom 4,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Smita Iyer, MS, Ph.D",,,Associate Professor,University of Pittsburgh,1,"Smita Iyer, MS, Ph.D",1,\1: No financial relationships to disclose.,2,Neurological Post-Acute Sequelae of COVID-19 in Humans and Mice | Clostridioides difficile-Induced Neuroinflammation: Clinical Implications and Effects on Brain Function,3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Stanley Perlman, MD, PhD (he/him/his) | Cirle A. Warren, MD"
124,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=124,,,0,Symposium,,89 - Pandemics Throughout History,89 - Pandemics Throughout History,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Powel Kazanjian, MD PhD (he/him/his)",,,Professor Infectious Diseases,University of Michigan,1,"Powel Kazanjian, MD PhD (he/him/his)",1,\1: No financial relationships to disclose.,2,HIV/AIDS: A Personal Perspective | Finding the Next Pandemic,3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Judith S. Currier, MD, MSc (she/her/hers) | Nahid Bhadelia, MD, MALD (she/her/hers)"
125,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=125,,,0,Symposium,,91 - Practical Aspects of Antimicrobial Stewardship on Immunocompromised Patients,91 - Practical Aspects of Antimicrobial Stewardship on Immunocompromised Patients,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,B206,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Sage Greenlee, PharmD, BCIDP",PGY-2 Infectious Diseases Resident,Pharmacy,Henry Ford Macomb Hospital,"Clinton Township, Michigan, United States",1,"Sage Greenlee, PharmD, BCIDP",1,\1: No financial relationships to disclose.,2,Opportunities for Antiviral Stewardship | Diagnostic Stewardship in Immunocompromised Patients,3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Madeleine R. Heldman, MD, MS | Jennifer Pisano, MD"
126,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=126,,,0,Symposium,,85 - ID Consultations in the Era of High Acuity and High Volume: Innovative Strategies to Bolster the ID Workforce,85 - ID Consultations in the Era of High Acuity and High Volume: Innovative Strategies to Bolster the ID Workforce,"Monday, October 20, 2025",3:15 PM - 4:30 PM,,Thomas B. Murphy Ballroom 1,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,Frances Ue,Massachusetts General Hospital,,,,1,Frances Ue,1,\1: No financial relationships to disclose.,2,Integration of APPs Into the Infectious Disease Workforce: Case Studies for Team-Based Practice | Infectious Disease Clinical Pharmacists: Opportunities for Growth,3:40 PM - 4:05 PM | 4:05 PM - 4:30 PM,"Becky DeCamillis, PA-C, MLS(ASCP) | Keenan Ryan, PharmD, PhC, MPH (he/him/his)"
