co_authors_22_title,co_authors_16_title,presenting_authors_1_name,co_authors_21_title,co_authors_29_title,co_authors_37_affiliation,date,co_authors_11_affiliation,co_authors_39_title,co_authors_9_name,co_authors_28_affiliation,co_authors_17_title,co_authors_17_affiliation,trackname,co_authors_18_affiliation,co_authors_5_name,poster_id,co_authors_38_affiliation,presenting_authors_1_affiliation,co_authors_37_title,co_authors_32_name,co_authors_33_affiliation,co_authors_32_title,other_authors,other_authors_1_title,co_authors_11_name,co_authors_29_name,co_authors_6_title,co_authors_6_affiliation,co_authors_7_name,other_authors_1_affiliation,co_authors_24_title,co_authors_20_title,co_authors_9_title,co_authors_13_affiliation,co_authors_16_affiliation,co_authors_15_affiliation,co_authors_27_name,co_authors_34_name,co_authors_24_name,co_authors_27_affiliation,co_authors_31_title,co_authors_23_affiliation,co_authors_25_name,co_authors_39_affiliation,co_authors_33_title,co_authors_2_affiliation,co_authors_12_name,co_authors_5_title,co_authors_3_name,co_authors_26_affiliation,co_authors_39_name,co_authors_15_name,co_authors_38_name,co_authors_23_title,co_authors_35_name,co_authors_20_affiliation,error,co_authors_7_title,co_authors_4_name,co_authors_27_title,co_authors_4_title,co_authors_17_name,co_authors_19_title,co_authors_6_name,co_authors_5_affiliation,co_authors_7_affiliation,co_authors_24_affiliation,co_authors_30_name,co_authors_31_affiliation,co_authors_14_title,co_authors_19_name,co_authors_1_name,other_authors_1_name,co_authors_13_title,co_authors_34_affiliation,co_authors_30_title,co_authors_21_affiliation,co_authors_1_affiliation,co_authors_3_title,co_authors_21_name,url,co_authors_36_name,co_authors_1_title,co_authors_26_title,co_authors_36_affiliation,co_authors_19_affiliation,co_authors_8_title,time,co_authors_22_affiliation,co_authors_37_name,co_authors_15_title,co_authors_10_affiliation,presenting_authors_1_title,co_authors_2_name,co_authors_10_name,co_authors_29_affiliation,co_authors_36_title,co_authors_10_title,co_authors_8_name,co_authors,co_authors_12_title,co_authors_23_name,presenting_authors,co_authors_30_affiliation,location,co_authors_25_title,co_authors_18_name,co_authors_8_affiliation,title,co_authors_34_title,co_authors_14_name,co_authors_9_affiliation,sessionname,co_authors_16_name,co_authors_2_title,co_authors_33_name,co_authors_26_name,co_authors_18_title,co_authors_38_title,co_authors_14_affiliation,co_authors_28_title,co_authors_28_name,co_authors_35_affiliation,co_authors_25_affiliation,co_authors_31_name,co_authors_4_affiliation,co_authors_12_affiliation,co_authors_11_title,co_authors_22_name,co_authors_3_affiliation,co_authors_20_name,co_authors_13_name,co_authors_32_affiliation,co_authors_35_title
,,"Jackson Morton, MPH, BSN, RN, CIC",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,,695111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelley Kester, CIC, MHA",,,,,,,,,,"Catherine Passaretti, MD (she/her/hers)",,"Vice President, Southeast Region EpidemiologistAdvocate HealthCharlotte, NC, United States",,,,,,,,,,,"Anupama Neelakanta, MD, MPH (she/her/hers)",,,,,,,"Assistant Vice PresidentAtrium HealthCharlotte, NC, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=959,,"Infectious Disease Physician and Hopsital EpidemiologistAtrium HealthCharlotte, North Carolina, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Infection PreventionistAtrium HealthCharlotte, North Carolina, United States","Wendy Betts, RN, CIC",,,,,,,,,,,Location: Halls JK,,,,(P-234) Clinical Factors Associated with Central Line Associated Blood Stream Infections (CLABSI) in Hospitalized Dialysis Patients,,,,Poster Session:,,"Infection Prevention DirectorAtrium HealthCharlotte, NC, United States",,,,,,,,,,,,,,,,,,,
,,"Kirtana Jonnalagadda, MBBS",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,"Bimal Kumar Das, MD",695135,,,,,,,,,,,"Additional ProfessorAll India Institute Of Medical SciencesDelhi, Delhi, India",,"Naveet Wig, MD Medicine",,,,,,,,,,,,,,,,,,,"ProfessorAll India Institute of Medical Sciences, New DelhiDelhi, Delhi, India","Sarita Mohapatra, MD",,,,,,,,,"Professor & Acting HODAll India Institute of Medical SciencesDELHI, Delhi, India","Hitender Gautam, MD",,"All India Institute of Medical Sciences, New Delhi, IndiaNew Delhi, Delhi, India",,,"Manish Soneja, MD",,,,,,,,"Ayush Goel, MD",,,,,,,"Additional ProfessorAll India Institute of Medical Sciences, New DelhiNew Delhi, Delhi, India",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=960,,"All India Institute of Medical Sciences, New Delhi, IndiaNew Delhi, Delhi, India",,,,"ProfessorAll India Institute of Medical Sciences, New Delhi, IndiaNew Delhi, Delhi, India",12:15 PM – 1:30 PM US PT,,,,,"Senior ResidentAll India Institute of Medical Sciences, New Delhi, IndiaNew Delhi, Delhi, India","ANUJ AJAYABABU, MD MEDICINE",,,,,"Benu Dhawan, MD",,,,,,Location: Virtual,,,,(P-235) Non-utility of Catheter Tip Cultures in the Diagnosis of Catheter-related Bloodstream Infections,,,,Poster Session:,,"SENIOR RESIDENT (DM-Infectious Diseases course)ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEW DELHI INDIANEW DELHI, Delhi, India",,,,,,,,,,,,,,,,,,,
,,"Katarina Kowatsch, BSc (she/her/hers)",,,,"Thursday, October 17, 2024",,,"David Buckeridge, MD, PhD",,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,"Laura Ocampo, RN",694925,,,,,,,,,,,"Division of Infection Prevention and Control, Clinical Department of Laboratory Medicine, CHU Sainte-Justine, Montreal, Quebec, CanadaMontreal, Quebec, Canada",,"Sophie Gravel, RN, MSc",,,,"Department of Epidemiology and Biostatistics, School of Population and Global Health, McGill University, Montréal, Canada.Montreal, Quebec, Canada",,,,,,,,,,,,,,,"Division of Infection Prevention and Control, Clinical Department of Laboratory Medicine, CHU Sainte-Justine, Montreal, Quebec, CanadaMontreal, Quebec, Canada","Marianne Lapointe, RN",,,,,,,,,"Division of Neonatology, CHU Sainte-Justine, Montreal, Quebec, CanadaMontreal, Quebec, Canada","Alina Vlad, RN",,"Division of Infection Prevention and Control, Clinical Department of Laboratory Medicine, CHU Sainte-Justine, Montreal, Quebec, CanadaMontreal, Quebec, Canada",,,"Nathalie Audy, RN",,,,,,,,"Audrey Larone Juneau, RN, MSc",,,,,,,"Division of Neonatology, CHU Sainte-Justine, Montreal, Quebec, CanadaMontreal, Quebec, Canada",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=961,,"Division of Neonatology, CHU Sainte-Justine, Montreal, Quebec, CanadaMontreal, Quebec, Canada",,,,"Division of Neonatology, CHU Sainte-Justine, Montreal, Quebec, CanadaMontreal, Quebec, Canada",12:15 PM – 1:30 PM US PT,,,,,"Graduate StudentDepartment of Epidemiology and Biostatistics, School of Population and Global Health, McGill University, Montréal, Canada.Montreal, Quebec, Canada","Justine Giroux, RN","Caroline Quach, MD, MSc",,,"Division of Infection Prevention and Control, Clinical Department of Laboratory Medicine, CHU Sainte-Justine, Montreal, Quebec, Canada and Departments of Microbiology, Infectious Diseases and Immunology and Pediatrics, University of Montréal, Montréal, Québec, Canada.Montreal, Quebec, Canada","Christian Lachance, MD",,,,,,Location: Halls JK,,,,(P-236) Impact of a New Dressing Protocol for the Prevention of Central Line-Associated Bloodstream Infections in one Neonatal Intensive Care Unit (NICU),,,,Poster Session:,,"Division of Neonatology, CHU Sainte-Justine, Montreal, Quebec, CanadaMontreal, Quebec, Canada",,,,,,,,,,,,,,,,,,,
,,"Ken Dekitani, MD",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,,695538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michael Ben-Aderet, MD",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=962,,"Associate DirectorCedars Sinai Medical CenterLos Angeles, CA, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"FellowCedars-Sinai Medical CenterLos Angeles, California, United States","Meghan Madhusudhan, MPH",,,,,,,,,,,Location: Halls JK,,,,(P-237) The CLABSI (Central Line Audit by Staff Investigators) Intervention: Reducing Central Line Use in a Medical ICU using Physician-Led Prospective Audit and Feedback of Catheter Necessity,,,,Poster Session:,,"Lead Data AnalystCedars-Sinai Medical CenterLos Angeles, CA, United States",,,,,,,,,,,,,,,,,,,
,,"Lísia Gomes Martins de Moura Tomich, MSc. (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,"Adriana Oliveira Guilarde, n/a",693074,,,,,,,,,,,"Centro Estadual de Reabilitação e Readaptação Dr. Henrique SantilloGoiania, Goias, Brazil",,"Ariana Rocha Romão Godoi, n/a",,,,,,,,,,,,,,,,,,,"physiotherapistGoiania, Goias, Brazil","Ronycley Resende Rocha, n/a",,,,,,,,,"Centro Estadual de Reabilitação e Readaptação Dr. Henrique SantilloGoiania, Goias, Brazil","Fabianne Silveira Cardoso, n/a",,"Centro Estadual de Reabilitação e Readaptação Dr. Henrique SantilloGoiania, Goias, Brazil",,,"Lucas Candido Gonçalves Barbosa, n/a",,,,,,,,"Tatiane Barbosa Mendes De Freitas Lemes, n/a",,,,,,,"Centro Estadual de Reabilitação e Readaptação Dr. Henrique SantilloGoiania, Goias, Brazil",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=963,,"Centro Estadual de Reabilitação e Readaptação Dr. Henrique SantilloGoiânia, Goias, Brazil",,,,"Centro Estadual de Reabilitação e Readaptação Dr. Henrique SantilloGoiania, Goias, Brazil",12:15 PM – 1:30 PM US PT,,,,,"MScCentro Estadual de Reabilitação e Readaptação Dr. Henrique SantilloGoiania, Goias, Brazil","Ludmila Gomes dos Santos Oliveira, n/a",,,,,"Ciro Bruno Silveira Costa, Director",,,,,,Location: Virtual,,,,(P-238) Revolutionizing Infection Prevention: Using Kamishibai Chart in Digital Format for Rehabilitation Hospital Advancement,,,,Poster Session:,,"Centro Estadual de Reabilitação e Readaptação Dr. Henrique SantilloGoiania, Goias, Brazil",,,,,,,,,,,,,,,,,,,
,,"Meghan Hudziec, BS, MB(ASCP). CIC (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,,694880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarah Elizabeth Totten, DrPH, M(ASCP), CIC",,,,,,,,,,"Larissa Pisney, MD",,"University of Colorado School of MedicineAurora, Colorado, United States",,,,,,,,,,,"Kathryn Rice, MSN, RN, RN-BC",,,,,,,"University of Colorado HospitalAurora, Colorado, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=964,,"Clinical Quality SpecialistUniversity of Colorado HospitalAurora, Colorado, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Infection PreventionistUniversity of Colorado HospitalDenver, Colorado, United States","Barbara Wenger, DNP, APRN, AOCNS, CRNI",,,,,,,,,,,Location: Virtual,,,,(P-239) Leveraging Preliminary Blood Culture Reports at an Academic Medical Center: A Real-time Central Line-Associated Bloodstream Infection (CLABSI) Reduction Strategy,,,,Poster Session:,,"University of Colorado HospitalAurora, Colorado, United States",,,,,,,,,,,,,,,,,,,
,,"Michael T. Stevens, MD",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,,695339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Patrick Kinsella, MD",,,,,,,,,,,,,,,,,,,,,,,"Rafael Ponce, MD",,,,,,,"Mercer University School of MedicineMacon, Georgia, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=965,,"Assistant professor Mercer University School of MedicineMacon, Georgia, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Infectious Disease FellowMercer University School of MedicineMacon, Georgia, United States","Arjun Patel, MD",,,,,,,,,,,Location: Halls JK,,,,"(P-240) Comparing Infection Rates Against Mechanical Complications By Site of Placement of Central Venous Catheters in the ICU, a Moot Point Based on Excessive Mortality?",,,,Poster Session:,,"Mercer University School of MedicineMacon, Georgia, United States",,,,,,,,,,,,,,,,,,,
,,"Caden Nowak, MD",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,,694833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen Albin, MD (he/him/his)",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=966,,"Assistant ProfessorUniversity of Michigan Medical SchoolAnn Arbor, MI, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Infectious Disease FellowUniversity of MichiganAnn Arbor, Michigan, United States",,,,,,,,,,,,Location: Halls JK,,,,(P-241) Epidemiology of ventilator-associated pneumonia among patients requiring extracorporeal membrane oxygenation (ECMO): a retrospective cohort study,,,,Poster Session:,,,,,,,,,,,,,,,,,,,,,
,,"Nicole Cossrow, PhD",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,"Hanane Khoury, PhD",694990,,,,,,,,,,,"CertaraMontreal, Quebec, Canada",,"Elmira Flem, MD, PhD",,,,,,,,,,,,,,,,,,,"DirectorCertaraMontreal, Quebec, Canada","Sheba Nellore, MBA",,,,,,,,,"Merck Sharp & Dohme LLCNorth Wales, Pennsylvania, United States","Lindsay McNamee, BSc",,"CertaraMontreal, Quebec, Canada",,,"Laura De Benedetti, BSc",,,,,,,,"Salini Mohanty, DrPH, MPH (she/her/hers)",,,,,,,"Senior analystCertaraMontreal, Quebec, Canada",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=967,,"Associate Director Merck & Co., IncRahway, New Jersey, United States",,,,"Merck & Co., Inc.Rahway, New Jersey, United States",12:15 PM – 1:30 PM US PT,,,,,"Senior Principal ScientistMerck & Co, Inc.Kenilworth, New Jersey, United States","Kelly D. Johnson, PhD",,,,,"Kristen A. Feemster, MD, MPH, MSHPR, FAAP",,,,,,Location: Halls JK,,,,(P-242) Disparities and inequities in the burden of pneumococcal disease in US adults,,,,Poster Session:,,"Director, Outcomes ResearchMerck & Co., IncNorth Wales, PA, United States",,,,,,,,,,,,,,,,,,,
,,"Rawad Abi Assaad, MD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,,695058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jorge Fleisher, M.D.",,,,,,,,,,,,,,,,,,,,,,,"Julian Maamari, MD",,,,,,,"Chief, Infectious DiseaseSt. Elizabeth Medical CenterBoston, Massachusetts, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=968,,"St. Elizabeth's Medical Center - Boston University School of MedicineBoston, Massachusetts, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Resident PhysicianSt. Elizabeth's Medical Center - Boston University School of MedicineBoston, Massachusetts, United States","Abdallah Mughrabi, MD",,,,,,,,,,,Location: Halls JK,,,,(P-243) Catheter-Associated Urinary Tract Infections: What’s the secret?,,,,Poster Session:,,"St. Elizabeth's Medical Center - Boston University School of MedicineBoston, Massachusetts, United States",,,,,,,,,,,,,,,,,,,
,,"Srishti Chhabra, MRCP, MMed",,,,"Thursday, October 17, 2024",,,"Ben S Cooper, PhD",,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,"Yie Hui Lau, MBBS",695269,,,,,,,,,,,"Srinagarind Hospital, Khon Kaen University, Khon Kaen, ThailandKhon Kaen, Khon Kaen, Thailand",,"Direk Limmathurotsakul, PhD",,,,"Centre for Tropical Medicine, Nuffield Department of Medicine, University of Oxford, Oxford, UKOxford, England, United Kingdom",,,,,,,,,,,,,,,"Anaesthesiology, Intensive Care and Pain Medicine, Tan Tock Seng Hospital, SingaporeSingapore, Singapore","Pornanan Domthong, MD",,,,,,,,,"Mahidol-Oxford Tropical Medicine Research Unit, Faculty of Tropical Medicine, Mahidol University, Bangkok, ThailandBangkok, Krung Thep, Thailand","Gyan Kayastha, MD",,"Patan Hospital, Patan Academy of Health Sciences, Lalitpur, NepalLalitpur, Bagmati, Nepal",,,"Ploenchan Chetchotisakd, MD",,,,,,,,"Suchart Booraphun, MD",,,,,,,"Khon Kaen Hospital, Khon Kaen, ThailandKhon Kaen, Khon Kaen, Thailand",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=969,,"Sunpasitthiprasong Hospital, Ubon Ratchathani, ThailandUbon Ratchathani, Ubon Ratchathani, Thailand",,,,"Senior ConsultantNational University Hospital, SingaporeSingapore, Singapore",12:15 PM – 1:30 PM US PT,,,,,"Senior ResidentNational University Health SystemSingapore, Singapore","Andrew Yunkai Li, MBBS","Yin Mo, PhD",,,"Division of Infectious Diseases, Department of Medicine, National University Hospital, National University Health System, SingaporeSingapore, Singapore","Paul Tambyah, MBBS (S'pore), Diplomate, American Board of Internal Medicine and Infectious Diseases",,,,,,Location: Halls JK,,,,(P-244) Antibiotic Prescribing Patterns in Ventilator Associated Pneumonia and their Effect on Carbapenem Resistant Organism Colonisation in Asian Hospitals,,,,Poster Session:,,"Department of Intensive Care Medicine, Woodlands Health, SingaporeSingapore, Singapore",,,,,,,,,,,,,,,,,,,
,,"Thomas Pustorino, MD, MPH",,,,"Thursday, October 17, 2024",,,"Chinwe Anekwe, MD",,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,"Phyllis Yezzo, DNP, RN, CPHQ",695128,,,,,,,,,,,"Westchester Medical CenterValhalla, New York, United States",,"Donald S. Chen, MD",,,,"Westchester Medical CenterValhalla, New York, United States",,,,,,,,,,,,,,,"Westchester Medical CenterValhalla, New York, United States","Charmaine Mikaya, RN",,,,,,,,,"Hospital EpidemiologistWestchester Medical CenterValhalla, New York, United States","Moira Quinn, BSN, RN, CIC",,"Nurse EpidemiologistWestchester Medical CenterValhalla, NY, United States",,,"Kartik Prabhakaran, MD",,,,,,,,"Marina Keller, MD",,,,,,,"Westchester Medical CenterValhalla, New York, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=970,,"Westchester Medical CenterValhalla, New York, United States",,,,"Westchester Medical CenterValhalla, New York, United States",12:15 PM – 1:30 PM US PT,,,,,"Infectious Disease FellowWestchester Medical CenterRye, New York, United States","Jamie Palazzo, RN",,,,,"Stephanie Kennedy, RN",,,,,,Location: Halls JK,,,,(P-245) Not in the Bundle: Mitigating Central Line-Associated Bloodstream Infections in the Trauma ICU through Central Line Access Restriction,,,,Poster Session:,,"Westchester Medical CenterValhalla, New York, United States",,,,,,,,,,,,,,,,,,,
,,"Stephanie R. Black, MD, MSc (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,,694958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shane Zelencik, MPH, CIC, FAPIC",,,,,,,,,,"Do Young Kim, MD",,Medical DirectorChicago Department of Public Health,,,,,,,,,,,"Vaishali Chundi, MPH",,,,,,,"Chicago Department of Public HealthChicago, Illinois, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=971,,"Epidemiologist Chicago Department of Public HealthChicago, Illinois, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Medical DirectorChicago Department of Public HealthChicago, Illinois, United States","Kelly Walblay, MPH",,,,,,,,,,,Location: Virtual,,,,"(P-246) Candida auris Central Line Associated Blood Stream Infection Trends in Chicago Acute Care Hospitals, 2018-2023",,,,Poster Session:,,"HAI-EpidemiologistChicago Department of Public HealthChicago, IL, United States",,,,,,,,,,,,,,,,,,,
,,"Valeria Paes Lima, MD (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,"André Augusto Ramos, n/a",695557,,,,,,,,,,,"Hospital Sírio Libanês BrasíliaBrasília, Distrito Federal, Brazil",,"Cristiane da Silva, n/a",,,,,,,,,,,,,,,,,,,"Hospital Sírio Libanês BrasíliaBrasília, Distrito Federal, Brazil","Ana Cláudia Fernandes, n/a",,,,,,,,,"Hospital Sírio Libanês BrasíliaBrasília, Distrito Federal, Brazil","Rafael Andrade, n/a",,"Hospital Sírio Libanês BrasíliaBrasília, Distrito Federal, Brazil",,,"Marcelo Ramos, n/a",,,,,,,,"Regiane Cardoso, n/a",,,,,,,"Hospital Sírio Libanês BrasíliaBrasília, Distrito Federal, Brazil",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=972,,"Hospital Sirio Libanês BrasíliaBrasília, Distrito Federal, Brazil",,,,"Hospital Sírio Libanês BrasíliaBrasília, Distrito Federal, Brazil",12:15 PM – 1:30 PM US PT,,,,,"InfectologistHospital Sirio Libanês BrasiliaBrasília, Distrito Federal, Brazil","Sheila Silva, n/a",,,,,"Rodrigo Garbero, n/a",,,,,,Location: Halls JK,,,,(P-247) Skills in Managing Vascular Catheters: Differences Between Self-Perception and Assessment by an External Auditor,,,,Poster Session:,,"Hospital Sírio Libanês BrasíliaBrasília, Distrito Federal, Brazil",,,,,,,,,,,,,,,,,,,
,,"Cassie Cunningham Goedken, MPH",,,,"Thursday, October 17, 2024",,,,,,,N5. Health Care-Associated Infections: Disinfection/Sterilization & Environmental Infection Prevention,,"Trina Zabarsky, MSN, RN",695170,,,,,,,,,,,"ProfessorUniversity of Iowa/Iowa City VAMCIowa City, Iowa, United States",,,,,,,,,,,,,,,,,,,,,"US Department of Veteran AffairsCleveland, Ohio, United States","Daniel Suh, MS MPH",,,,,,,,,,"Bernardino Guerrero, n/a",,"US Department of Veteran AffairsLexington, Kentucky, United States",,,"Eli N. Perencevich, MD MS",,,,,,,,"Kimberly Dukes, PhD",,,,,,,"Research AssistantIowa City VA Health Care SystemIowa City, Iowa, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=973,,"Research Health Science SpecialistIowa City VAIowa City, Iowa, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Research Health ScientistIowa City VA Medical CenterIowa City, Iowa, United States","Stacey Hockett Sherlock, MAA",,,,,,,,,,,Location: Halls JK,,,,(P-248) Implementation of a National Environmental Program Services (EPS) Ultraviolet-C (UV-C) No-touch Room Disinfection Toolkit in the Veterans Health Administration,,,,Poster Session:,,"Research SpecialistIowa City VA Medical CenterIowa City, Iowa, United States",,,,,,,,,,,,,,,,,,,
,,"Cornelius J. Clancy, MD",,,,"Thursday, October 17, 2024",,,"Minh-Hong Nguyen, MD",,,,N5. Health Care-Associated Infections: Disinfection/Sterilization & Environmental Infection Prevention,,"Shaoji Cheng, MD PhD",694866,,,,,,,,,,,"Assistant ProfessorUniversity of PittsburghPittsburgh, PA, United States",,"Graham M. Snyder, MD, SM (he/him/his)",,,,"Professor of MedicineUniversity of PittsburghPittsburgh, PA, United States",,,,,,,,,,,,,,,"DrUniversity of PittsburghPittsburgh, Pennsylvania, United States",Zachary Wilkins,,,,,,,,,"Medical Director, Infection Prevention and Hospital EpidemiologyUniversity of PittsburghPittsburgh, PA, United States","Binghua Hao, MD",,"DrUniversity of Pittsburgh Medical CenterPittsburgh, Pennsylvania, United States",,,"Alexander Sundermann, DrPH, CIC, FAPIC",,,,,,,,"Eileen Driscoll, M.S.",,,,,,,"Clinical Research AssociateUniversity of PittsburghCatlett, Virginia, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=974,,"University of PittsburghPittsburgh, Pennsylvania, United States",,,,"UPMCPittsburgh, Pennsylvania, United States",12:15 PM – 1:30 PM US PT,,,,,"Professor of MedicineUniversity of PittsburghPittsburgh, Pennsylvania, United States","Seong-Yoon Cho, B.S.",,,,,"Ashley Ayres, CIC",,,,,,Location: Halls JK,,,,"(P-249) Diverse populations of viable pathogenic moulds and Candida, including C. auris, are commonly recovered from air samples at two tertiary care hospitals",,,,Poster Session:,,"Student researcherUniversity of PittsburghPittsburgh, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,
