presenting_author_details,presenting_author_name,co_authors,poster_id,url,error
"Fellow;Columbia University Medical Center;New York, New York, United States","Nicholas Blair, MD","[{'name': 'Adam Kopp, M.D.', 'details': 'Columbia University Medical Center;New York, New York, United States'}, {'name': 'Christine J. Kubin, PharmD, BCIDP', 'details': 'Clinical Pharmacy Manager;NewYork-Presbyterian Hospital;New York, New York, United States'}, {'name': 'Jesse Cotton, B.S.', 'details': 'Columbia University Medical Center;New York, New York, United States'}, {'name': 'Michael Yin, M.D.', 'details': 'Columbia University Medical Center;New York, New York, United States'}, {'name': 'Matt Scherer, MD', 'details': 'Assistant Professor;Columbia University Irving Medical Center;New York, NY, United States'}]",694563,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=360,
"Fellow Physician;University of Iowa Hospital and clinic;Iowa City, Iowa, United States","Nirmal Muthukumarasamy, MBBS (he/him/his)","[{'name': 'Haripriya Santhanam, MD', 'details': 'Attending Physician;Eastern Iowa Health Center;Iowa City, Iowa, United States'}, {'name': 'Nirmal Muthukumarasamy, MBBS (he/him/his)', 'details': 'Fellow Physician;University of Iowa Hospital and clinic;Iowa City, Iowa, United States'}, {'name': 'Mariana Kim Hsieh, MD', 'details': 'University of Iowa Hospitals and Clinics;Iowa City, Iowa, United States'}, {'name': 'Karen Brust, MD', 'details': 'University of Iowa Hospitals & Clinics;Iowa City, Iowa, United States'}, {'name': 'Melanie Wellington, MD PhD', 'details': 'University of Iowa;Iowa City, Iowa, United States'}, {'name': 'Toshio Naito, MD', 'details': 'Professor;Juntendo University Faculty of Medicine;Bunkyo, Tokyo, Japan'}, {'name': 'Riley J. Samuelson, MA', 'details': 'Clinical Education & Outreach Librarian;University of Iowa Libraries;Iowa City, Iowa, United States'}, {'name': 'Alexandre Marra, MD', 'details': 'Research assistant;University of Iowa Hospital and Clinics;iowa city, Iowa, United States'}, {'name': 'Takaaki Kobayashi, MD', 'details': 'Infectious disease fellow physician;University of Iowa Hospitals and Clinics;Iowa City, Iowa, United States'}, {'name': 'Mariana Kim Hsieh, MD', 'details': 'University of Iowa Hospitals and Clinics;Iowa City, Iowa, United States'}, {'name': 'Karen Brust, MD', 'details': 'University of Iowa Hospitals & Clinics;Iowa City, Iowa, United States'}, {'name': 'Melanie Wellington, MD PhD', 'details': 'University of Iowa;Iowa City, Iowa, United States'}, {'name': 'Toshio Naito, MD', 'details': 'Professor;Juntendo University Faculty of Medicine;Bunkyo, Tokyo, Japan'}, {'name': 'Riley J. Samuelson, MA', 'details': 'Clinical Education & Outreach Librarian;University of Iowa Libraries;Iowa City, Iowa, United States'}, {'name': 'Alexandre Marra, MD', 'details': 'Research assistant;University of Iowa Hospital and Clinics;iowa city, Iowa, United States'}, {'name': 'Takaaki Kobayashi, MD', 'details': 'Infectious disease fellow physician;University of Iowa Hospitals and Clinics;Iowa City, Iowa, United States'}]",694784,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=361,
"Resident;Faculty of Medicine Ramathibodi Hospital, Mahidol University;Bangkok, Krung Thep, Thailand","Nirusdee Vonineng, MD","[{'name': 'Yuda sutherasan, MD', 'details': 'Faculty of Medicine Ramathibodi Hospital, Mahidol University;Bangkok, Krung Thep, Thailand'}, {'name': 'Jackrapong Bruminhent, MD, FIDSA', 'details': 'Associate Professor of Medicine;Faculty of Medicine Ramathibodi Hospital, Mahidol University;Bangkok, Krung Thep, Thailand'}]",694791,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=362,
"Trainee, Graduate student;The University of Tokyo Hospital;Bunkyo-ku, Tokyo, Japan","Aiko Okazaki, MD (she/her/hers)","[{'name': 'Shu Okugawa, MD, PhD', 'details': 'The University of Tokyo Hospital;Bunkyo, Tokyo, Japan'}, {'name': 'Tatsuya Kobayashi, M.D., Ph.D.', 'details': 'Saitama City Hospital;Saitama, Saitama, Japan'}, {'name': 'Miki Kawada, M.D., Ph.D.', 'details': 'Saitama City Hospital;Saitama, Saitama, Japan'}, {'name': 'Kyotaro Kawase, MD', 'details': 'The University of Tokyo Hospital;Bunkyo-ku, Tokyo, Japan'}, {'name': 'Shin Nakayama, M.D.', 'details': 'Teikyo University School of Medicine;Itabashi-ku, Tokyo, Japan'}, {'name': 'Yoshitaka Wakabayashi, M.D.,Ph.D.', 'details': 'Teikyo University School of Medicine;Itabashi-ku, Tokyo, Japan'}, {'name': 'Takatoshi Kitazawa, MD,PhD', 'details': 'Professor;Teikyo University School of Medicine;Itabashi-ku, Tokyo, Japan'}, {'name': 'Riko Takezawa, n/a', 'details': 'Mitsui memorial hospital;Chiyoda-ku, Tokyo, Japan'}, {'name': 'Keita Tatsuno, M.D., Ph.D.', 'details': 'Mitsui Memorial Hospital;Chiyoda-ku, Tokyo, Japan'}, {'name': 'Saho Koyano, Ph.D.', 'details': 'The University of Tokyo Hospital;Bunkyo-ku, Tokyo, Japan'}, {'name': 'Yoshimi Higurashi, M.A.', 'details': 'The University of Tokyo Hospital;Bunkyo-ku, Tokyo, Japan'}, {'name': 'Mahoko Ikeda, M.D., Ph.D.', 'details': 'Doctor;The University of Tokyo Hospital;Bunkyo, Tokyo, Japan'}, {'name': 'Sohei Harada, MD, PhD (he/him/his)', 'details': 'Associate Professor;Toho University School of Medicine;Ota-ku, Tokyo, Japan'}, {'name': 'Takeya Tsutsumi, MD, PhD', 'details': 'The University of Tokyo Hospital;Bunkyo-ku, Tokyo, Japan'}]",694743,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=363,
"Clinical Pharmacist;SRM Medical College Hospital & Research Centre;chennai, Tamil Nadu, India","Ratheesh Rajakumar, Pharm D","[{'name': 'Suresh Kumar Dorairajan, MD FNB', 'details': 'Senior Infectious Disease Specialist;Apollo hospital;Chennai, Tamil Nadu, India'}, {'name': 'Ratheesh Rajakumar, Pharm D', 'details': 'Clinical Pharmacist;SRM Medical College Hospital & Research Centre;chennai, Tamil Nadu, India'}]",690401,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=364,
"Pharmacist;University of Houston;Spring, Texas, United States","Ricky Huynh-Phan, PharmD","[{'name': 'Kevin Le, n/a', 'details': ""Baylor St. Luke's Medical Center;Houston, Texas, United States""}, {'name': 'Todd M. Lasco, PhD D(ABMM)', 'details': ""Scientific Director, Clinical Microbiology, Immunology & Molecular Pathology;Baylor St. Luke's Medical Center;Houston, Texas, United States""}, {'name': 'Andrei Zidaru, PharmD', 'details': ""Infectious Diseases Clinical Pharmacist;Baylor St. Luke's College of Medicine;Houston, Texas, United States""}, {'name': 'Vincent Tam, Pharm. D.', 'details': 'University of Houston;Houston, Texas, United States'}, {'name': 'Kady Phe, PharmD', 'details': ""Clinical Pharmacist II – Infectious Diseases/Antimicrobial Stewardship;Baylor St. Luke's Medical Center;Houston, Texas, United States""}]",694793,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=365,
"PhD student;Niigata University;Niigata, Niigata, Japan","Rie Habuka, MD","[{'name': 'Yuta Aizawa, MD, PhD (he/him/his)', 'details': 'Assistant Professor;Niigata University Graduate School of Medical and Dental Sciences;Niigata, Niigata, Japan'}, {'name': 'Masaru Imamura, MD, PhD', 'details': 'Department of Pediatrics, Niigata University Graduate School of Medical and Dental Sciences;Niigata, Niigata, Japan'}, {'name': 'Jun Takizawa, MD, PhD', 'details': 'Department of Hematology, Endocrinology and Metabolism, Niigata University Faculty of Medicine;Niigata, Niigata, Japan'}, {'name': 'Akihiko Saitoh, MD, PhD', 'details': 'Professor;Niigata University;Niigata, Niigata, Japan'}]",694276,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=366,
"Professor of Pharmacy Practice/Clinical Pharmacy Specialist;UHSP/VA St. Louis HCS;St. Louis, Missouri, United States","Ryan P. Moenster, Pharm.D., FIDSA","[{'name': 'Kelsey Olion, Pharm.D.', 'details': 'Clinical Pharmacy Specialist;VA St. Louis HCS;St. Louis, Missouri, United States'}, {'name': 'Ryan P. Moenster, Pharm.D., FIDSA', 'details': 'Professor of Pharmacy Practice/Clinical Pharmacy Specialist;UHSP/VA St. Louis HCS;St. Louis, Missouri, United States'}, {'name': 'Ashleigh Wallace-Lacey, Pharm.D.', 'details': 'VISN 15/VA HCS;St. Louis, Missouri, United States'}, {'name': 'Blake Remensnyder, Pharm.D.', 'details': 'PGY2 Pharmacy Resident;VA St. Louis HCS;St. Louis, Missouri, United States'}, {'name': 'Travis W. Linneman, Pharm.D.', 'details': 'Associate Chief of Service;VA St. Louis HCS;St. Louis, Missouri, United States'}, {'name': 'Ashleigh Wallace-Lacey, Pharm.D.', 'details': 'VISN 15/VA HCS;St. Louis, Missouri, United States'}, {'name': 'Blake Remensnyder, Pharm.D.', 'details': 'PGY2 Pharmacy Resident;VA St. Louis HCS;St. Louis, Missouri, United States'}, {'name': 'Travis W. Linneman, Pharm.D.', 'details': 'Associate Chief of Service;VA St. Louis HCS;St. Louis, Missouri, United States'}]",695575,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=367,
"Fellow( Infectious Disease);Sindh Institute of Urology and Transplantation;Karachi, Sindh, Pakistan","Rohama Samar, MBBS, FCPS (Internal Medicine) (she/her/hers)","[{'name': 'Beena Rani, MBBS, FCPS (Internal Medicine)', 'details': 'Fellow;Sindh Institute of Urology and Transplantation;Karachi, Sindh, Pakistan'}, {'name': 'Zaheer Udin Babar, FCPS (MED), FCPS (ID)', 'details': 'Assistant Professor;Sindh Institute of Urology and Transplantation;Karachi, Sindh, Pakistan'}, {'name': 'Asma Nasim, MBBS, FCPS(Internal Medicine), FCPS(Infectious Disease)', 'details': 'Associate Professor, Section Head;Sindh Institute of Urology and Transplantation;Karachi, Sindh, Pakistan'}, {'name': 'Sunil Dodani, MBBS, FCPS(Internal Medicine), FCPS(Infectious Disease)', 'details': 'Associate Professor;Sindh Institute of Urology and Transplantation;Karachi, Sindh, Pakistan'}]",694299,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=368,
"Internal Medicine Registrar;KIMSHEALTH Trivandrum;Thiruvananthapuram, Kerala, India","Rukhsar Abdur Rahim Mulla, MBBS, MRCP (UK), MRCP (London)","[{'name': 'Rajalakshmi Ananthanarayanan, MBBS, DNB (Internal Medicine), FRCP (London), Fellowship in ID', 'details': 'KIMSHEALTH, Trivandrum;Trivandrum, Kerala, India'}, {'name': 'Vettakkara Kandy Muhammed Niyas, MD, DM', 'details': 'Consultant;KIMSHEALTH, Thiruvananthapuram;Trivandrum, Kerala, India'}, {'name': 'Febeena Hussain, BAMS, Masters in public health (MPH)', 'details': 'KIMSHEALTH Trivandrum;Thiruvananthapuram, Kerala, India'}]",694226,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=369,
"PGY2 Infectious Diseases Pharmacy Resident;USC Mann School of Pharmacy and Pharmaceutical Sciences; Los Angeles General Medical Center;Baldwin Park , California, United States","Stefanie Nguyen, PharmD (she/her/hers)","[{'name': 'Emi Minejima, Pharm.D.', 'details': 'Assistant Professor Of Clinical Pharmacy;Univ. of Southern California;Los Angeles, CA, United States'}]",694159,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=370,
"Fellow;Allegheny General Hospital/Allegheny Health Network;Pittsburgh, Pennsylvania, United States","Ryan Rothman, MD (he/him/his)","[{'name': 'George Bchech, MD', 'details': 'Allegheny General Hospital/Allegheny health network;Pittburgh, Pennsylvania, United States'}, {'name': 'Saleh Saleh, MD', 'details': 'Resident;Allegheny Health Network;Pittsburgh, Pennsylvania, United States'}, {'name': 'Nitin Bhanot, MD, MPH, MMM', 'details': 'Dr;Allegheny Health Network;Pittsburgh, Pennsylvania, United States'}, {'name': 'Rasha Abdulmassih, MD', 'details': 'Dr.;AHN;pittsburgh, Pennsylvania, United States'}]",694238,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=371,
"Clinical Fellow;Nagasaki University Hospital;Nagasaki, Nagasaki, Japan","Ryotaro Kubo, MD (he/him/his)","[{'name': 'Naoki Iwanaga, MD, PhD (he/him/his)', 'details': 'Assistant professor;Nagasaki University Hospital;Nagasaki, Nagasaki, Japan'}, {'name': 'Kentaro Nagaoka, MD.PhD.', 'details': 'Toyama University Graduate School of Medicine and Pharmaceutical Sciences;Toyama, Toyama, Japan'}, {'name': 'Masataka Yoshida, MD.PhD.', 'details': 'Nagasaki University Hospital;Nagasaki, Nagasaki, Japan'}, {'name': 'Kazuaki Takeda, MD.PhD.', 'details': 'Nagasaki University Hospital;Nagasaki, Nagasaki, Japan'}, {'name': 'Shotaro Ide, MD, PhD (he/him/his)', 'details': 'Senior Assistant Professor;Nagasaki University Hospital;Nagasaki, Nagasaki, Japan'}, {'name': 'Takahiro Takazono, MD, PhD (he/him/his)', 'details': 'Associate Professor;Nagasaki University Graduate School of Biomedical Sciences;Nagasaki, Nagasaki, Japan'}, {'name': 'Kosuke Kosai, M.D., Ph.D.', 'details': 'Assistant professor;Nagasaki University;Nagasaki, Nagasaki, Japan'}, {'name': 'Yoshitomo Morinaga, MD.PhD.', 'details': 'Toyama University Graduate School of Medicine and Pharmaceutical Sciences;Nagasaki, Nagasaki, Japan'}, {'name': 'Koichi Izumikawa, M.D., Ph.D.', 'details': 'Professor;Nagasaki University;Nagasaki, Nagasaki, Japan'}, {'name': 'Yoshihiro Yamamoto, MD.PhD.', 'details': 'Professor;Toyama University Graduate School of Medicine and Pharmaceutical Sciences;Toyama, Toyama, Japan'}, {'name': 'Katsunori Yanagihara, MD, PhD', 'details': 'Professor;Nagasaki University;Nagasaki, Nagasaki, Japan'}, {'name': 'Shigeru Kohno, n/a', 'details': 'President;Nagasaki University;Nagasaki, Nagasaki, Japan'}, {'name': 'Hiroshi Mukae, M.D., Ph.D.', 'details': 'Professor;Nagasaki University;Nagasaki, Nagasaki, Japan'}]",694806,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=372,
"Student;Kasturba Medical College, Mangalore, Manipal Academy of Higher Education;Katy, Texas, United States","Samyuktha Srinivas, MBBS (she/her/hers)","[{'name': 'Raghavendra P. Desai, MD', 'details': 'Resident;Kasturba Medical College, Mangalore, Manipal Academy of Higher Education;Mangalore, Karnataka, India'}, {'name': 'Koushik Ramachandra, MD', 'details': 'Senior Resident;Kasturba Medical College, Mangalore, Manipal Academy of Higher Education;Mangalore, Karnataka, India'}, {'name': 'Vidyalakshmi K, MD', 'details': 'Professor;Kasturba Medical College, Mangalore, Manipal Academy of Higher Education;Mangalore, Karnataka, India'}, {'name': 'Samyuktha Srinivas, MBBS (she/her/hers)', 'details': 'Student;Kasturba Medical College, Mangalore, Manipal Academy of Higher Education;Katy, Texas, United States'}]",694457,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=373,
"Infectious Diseases Fellow, PGY-V;University of South Carolina School of Medicine - Prisma Health Midlands;Columbia, SC, United States","Sarah Al Mansi, MD","[{'name': 'Margaret Pokalsky, Medical Student', 'details': 'University of South Carolina School of Medicine;Columbia, South Carolina, United States'}, {'name': 'Katherine Turnley, Medical Student', 'details': 'University of South Carolina School of Medicine;Columbia, South Carolina, United States'}, {'name': 'Andrew Freeman, Medical Student', 'details': 'University of South Carolina School of Medicine;Columbia, South Carolina, United States'}, {'name': 'P. Brandon Bookstaver, PharmD', 'details': 'Associate Professor & Director of Residency and Fellowship Training;Prisma Health Richland - University of South Carolina;Columbia, South Carolina, United States'}, {'name': 'Joseph Kohn, Pharm.D.', 'details': 'Antibiotic Stewardship and Support Team System Coordinator;Prisma Health Midlands;Columbia, South Carolina, United States'}, {'name': 'Hana R. Winders, PharmD', 'details': 'Prisma Health Richland;Columbia, South Carolina, United States'}, {'name': 'Sarah Withers, PharmD, MS, BCIDP (she/her/hers)', 'details': 'Infectious Diseases Clinical Pharmacy Specialist;Prisma Health;Greenville, South Carolina, United States'}, {'name': 'Majdi N. Al-Hasan, MBBS', 'details': 'Clinical Professor and Medical Director of Research;University of South Carolina School of Medicine;Columbia, South Carolina, United States'}]",695569,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=374,
"Resident;Khon Kaen University;Mueang, Khon Kaen, Thailand","Sarunya Pakapanich, MD","[{'name': 'Anupol Panichote, M.D.', 'details': 'Khon Kaen university;Khonkaen, Khon Kaen, Thailand'}, {'name': 'Atibordee Meesing, MD', 'details': 'Assistant professor;Khon Kaen university;A. Muang, Khon Kaen, Thailand'}]",679610,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=375,
"MD-PhD Student;University of Florida;Gainesville, Florida, United States","Scott A. Cohen, MPH","[{'name': 'John G. Morris, MD MPH TM', 'details': 'University of Florida;Gainesville, Florida, United States'}, {'name': 'Mattia Prosperi, PhD', 'details': 'University of Florida;Gainesville, Florida, United States'}]",694214,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=376,
"Fellow-in-Training;Philippine General Hospital;Manila, National Capital Region, Philippines","Sergie Paul Christoffer C. Fernandez, MD (he/him/his)","[{'name': 'Maria Sonia Salamat, MD', 'details': 'Clinical Associate Professor;Philippine General Hospital;Manila, National Capital Region, Philippines'}]",694290,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=377,
"Resident Physician;University of Alberta;Edmonton, Alberta, Canada","Maison Z. Leitch, MD (he/him/his)","[{'name': 'Bonita Lee, MD', 'details': 'University of Alberta;Edmonton, Alberta, Canada'}, {'name': 'Stephanie W. Smith, MD, MSc.', 'details': 'Physician;University of Alberta;Edmonton, Alberta, Canada'}, {'name': 'William Stokes, MD, MSc, FRCPC', 'details': 'Physician;University of Alberta;Edmonton, Alberta, Canada'}]",694128,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=378,
